ma_don,ma_kh,san_pham,danh_muc,so_luong,don_gia,ngay_dat,khu_vuc
D00374,KH36,Laptop,Dien tu,1,1396.8,2024-10-02,Nam
D00375,KH35,Ao thun,Thoi trang,2,13.0,2024-11-05,Nam
D00376,KH03,Dien thoai,Dien tu,1,814.6,2025-02-25,Trung
D00377,KH14,Tai nghe,Dien tu,3,46.8,2024-08-13,Nam
D00378,KH32,May xay,Gia dung,3,41.8,2024-04-28,Nam
D00379,KH29,Sach Spark,Sach,7,24.5,2025-01-12,Bac
D00380,KH21,Sach Python,Sach,8,19.5,2024-06-20,Bac
D00381,KH04,Ao thun,Thoi trang,5,13.2,2025-02-20,Trung
D00382,KH23,Dien thoai,Dien tu,3,868.6,2025-02-27,Nam
D00383,KH30,Ao thun,Thoi trang,6,12.5,2024-10-10,Nam
D00384,KH38,May xay,Gia dung,6,36.6,2024-12-14,Bac
D00385,KH38,May xay,Gia dung,2,38.2,2024-04-24,Bac
D00386,KH39,Sach Spark,Sach,1,22.9,2024-06-03,Nam
D00387,KH33,Dien thoai,Dien tu,2,821.7,2025-02-01,Trung
D00388,KH18,Ao thun,Thoi trang,7,13.5,2024-09-04,Nam
D00389,KH15,May xay,Gia dung,1,40.2,2024-04-08,Bac
D00390,KH02,May xay,Gia dung,7,37.2,2024-10-26,Trung
D00391,KH17,Noi com dien,Gia dung,6,58.1,2024-09-17,Nam
D00392,KH37,Noi com dien,Gia dung,4,50.3,2024-11-14,Nam
D00393,KH32,Tai nghe,Dien tu,3,46.1,2024-03-07,Nam
D00394,KH34,May xay,Gia dung,3,39.2,2024-11-12,Trung
D00395,KH20,Sach Python,Sach,5,19.9,2024-09-25,Nam
D00396,KH12,May xay,Gia dung,7,41.4,2025-02-25,Trung
D00397,KH30,Laptop,Dien tu,1,1467.9,2024-03-29,Trung
D00398,KH05,May xay,Gia dung,10,36.2,2025-02-23,Bac
D00399,KH15,Quan jean,Thoi trang,8,34.0,2024-09-07,Bac
D00400,KH17,Noi com dien,Gia dung,7,58.8,2024-08-13,Nam
D00401,KH19,May xay,Gia dung,7,39.6,2024-07-11,Nam
D00402,KH02,Ao thun,Thoi trang,5,12.6,2024-06-29,Bac
D00403,KH23,Ao thun,Thoi trang,6,11.6,2024-03-04,Nam
D00404,KH02,Ao thun,Thoi trang,5,13.5,2024-09-02,Bac
D00405,KH15,Quan jean,Thoi trang,1,35.6,2024-09-12,Nam
D00406,KH35,Sach Python,Sach,2,18.6,2024-12-09,Nam
D00407,KH31,May xay,Gia dung,6,43.9,2024-11-20,Nam
D00408,KH29,Noi com dien,Gia dung,4,54.4,2024-12-03,Bac
D00409,KH12,Noi com dien,Gia dung,11,58.1,2024-05-17,Bac
D00410,KH26,Ao thun,Thoi trang,1,11.5,2024-03-04,Nam
D00411,KH24,May xay,Gia dung,3,42.4,2024-10-11,Nam
D00412,KH22,May xay,Gia dung,10,39.7,2024-11-14,Bac
D00413,KH22,Tai nghe,Dien tu,2,41.3,2024-09-22,Nam
D00414,KH10,Quan jean,Thoi trang,8,35.9,2024-05-30,Bac
D00415,KH04,Dien thoai,Dien tu,1,738.7,2025-01-30,Nam
D00416,KH12,Quan jean,Thoi trang,2,34.6,2024-08-08,Bac
D00417,KH26,May xay,Gia dung,1,43.3,2024-05-17,Trung
D00418,KH19,May xay,Gia dung,10,41.7,2024-07-05,Nam
D00419,KH26,Laptop,Dien tu,2,1514.4,2024-03-29,Nam
D00420,KH10,Ao thun,Thoi trang,7,12.5,2024-11-17,Nam
D00421,KH08,Tai nghe,Dien tu,1,46.1,2024-11-01,Nam
D00422,KH23,Noi com dien,Gia dung,7,51.9,2024-11-27,Trung
D00423,KH17,Dien thoai,Dien tu,3,854.5,2025-01-28,Nam
D00424,KH22,Laptop,Dien tu,2,1562.7,2024-10-24,Nam
D00425,KH39,Dien thoai,Dien tu,2,728.5,2024-08-19,Bac
D00426,KH07,Giay the thao,Thoi trang,5,64.7,2025-02-03,Nam
D00427,KH33,Dien thoai,Dien tu,1,815.5,2024-03-07,Trung
D00428,KH19,Sach Spark,Sach,4,26.6,2024-08-16,Bac
D00429,KH37,Ao thun,Thoi trang,2,11.8,2024-07-08,Nam
D00430,KH16,May xay,Gia dung,2,40.7,2024-04-10,Bac
D00431,KH05,Tai nghe,Dien tu,2,47.1,2024-10-20,Nam
D00432,KH20,Tai nghe,Dien tu,2,46.9,2024-10-29,Bac
D00433,KH11,Giay the thao,Thoi trang,6,62.1,2024-06-05,Nam
D00434,KH15,Tai nghe,Dien tu,1,44.4,2024-06-03,Bac
D00435,KH24,Quan jean,Thoi trang,1,33.6,2024-06-15,Trung
D00436,KH40,Ao thun,Thoi trang,11,13.2,2024-09-02,Nam
D00437,KH26,May xay,Gia dung,7,37.1,2024-11-12,Bac
D00438,KH02,Dien thoai,Dien tu,2,842.1,2024-11-08,Nam
D00439,KH07,Quan jean,Thoi trang,7,38.0,2024-05-07,Bac
D00440,KH22,Laptop,Dien tu,1,1630.0,2025-02-25,Trung
D00441,KH24,May xay,Gia dung,2,43.6,2024-07-10,Bac
D00442,KH02,Tai nghe,Dien tu,2,42.1,2024-05-14,Nam
D00443,KH30,Dien thoai,Dien tu,1,751.7,2024-08-04,Nam
D00444,KH17,Dien thoai,Dien tu,1,824.8,2024-10-05,Bac
D00445,KH01,May xay,Gia dung,4,37.4,2024-11-06,Trung
D00446,KH05,Noi com dien,Gia dung,10,60.3,2024-09-15,Bac
D00447,KH36,May xay,Gia dung,2,39.3,2024-12-13,Nam
D00448,KH01,Dien thoai,Dien tu,2,780.5,2024-11-13,Nam
D00449,KH20,Giay the thao,Thoi trang,8,54.5,2024-10-16,Nam
D00450,KH13,Sach Python,Sach,4,20.4,2024-07-02,Trung
D00451,KH13,May xay,Gia dung,2,36.6,2024-10-07,Trung
D00452,KH10,Laptop,Dien tu,3,1520.3,2024-03-22,Bac
D00453,KH16,Dien thoai,Dien tu,3,847.6,2024-04-04,Nam
D00454,KH21,Sach Python,Sach,3,21.0,2024-07-13,Nam
D00455,KH16,Noi com dien,Gia dung,1,51.9,2024-06-24,Bac
D00456,KH02,Quan jean,Thoi trang,4,35.7,2024-07-20,Trung
D00457,KH04,Dien thoai,Dien tu,2,856.2,2024-03-31,Nam
D00458,KH20,Quan jean,Thoi trang,6,34.1,2024-03-31,Nam
D00459,KH02,Quan jean,Thoi trang,8,37.8,2024-04-17,Nam
D00460,KH40,Noi com dien,Gia dung,7,58.3,2024-05-31,Bac
D00461,KH18,May xay,Gia dung,7,41.6,2024-10-31,Bac
D00462,KH28,Dien thoai,Dien tu,3,725.5,2024-10-26,Bac
D00463,KH05,Giay the thao,Thoi trang,8,54.9,2024-07-16,Bac
D00464,KH27,Ao thun,Thoi trang,9,13.6,2025-01-21,Nam
D00465,KH39,Dien thoai,Dien tu,2,807.6,2024-03-22,Nam
D00466,KH02,Sach Spark,Sach,6,27.0,2024-10-10,Nam
D00467,KH12,Tai nghe,Dien tu,2,46.6,2024-10-27,Trung
D00468,KH07,Quan jean,Thoi trang,5,33.6,2024-03-06,Nam
D00469,KH13,Laptop,Dien tu,2,1418.7,2024-03-06,Bac
D00470,KH22,Sach Python,Sach,6,19.8,2025-02-19,Bac
D00471,KH40,Sach Spark,Sach,11,25.7,2024-04-13,Nam
D00472,KH06,Dien thoai,Dien tu,3,726.8,2024-08-06,Trung
D00473,KH34,Dien thoai,Dien tu,3,761.3,2025-01-19,Trung
D00474,KH24,Giay the thao,Thoi trang,4,54.7,2024-09-27,Bac
D00475,KH29,Laptop,Dien tu,2,1618.8,2024-09-19,Nam
D00476,KH08,Tai nghe,Dien tu,3,48.4,2024-06-07,Nam
D00477,KH07,Noi com dien,Gia dung,8,52.7,2025-02-26,Bac
D00478,KH37,Giay the thao,Thoi trang,4,61.8,2024-09-20,Trung
D00479,KH13,Ao thun,Thoi trang,8,11.6,2024-11-20,Nam
D00480,KH11,Dien thoai,Dien tu,2,746.8,2024-07-21,Nam
D00481,KH02,Dien thoai,Dien tu,3,751.2,2025-02-04,Bac
D00482,KH28,Ao thun,Thoi trang,7,11.3,2024-07-15,Bac
D00483,KH14,Laptop,Dien tu,1,1425.2,2024-09-07,Bac
D00484,KH20,Quan jean,Thoi trang,3,35.1,2024-10-13,Bac
D00485,KH04,Ao thun,Thoi trang,11,12.2,2024-05-28,Nam
D00486,KH10,May xay,Gia dung,8,42.4,2025-01-04,Nam
D00487,KH21,Ao thun,Thoi trang,3,11.5,2025-02-09,Trung
D00488,KH08,Tai nghe,Dien tu,2,41.2,2024-05-24,Bac
D00489,KH07,Giay the thao,Thoi trang,7,60.8,2024-08-15,Bac
D00490,KH15,Tai nghe,Dien tu,2,40.6,2025-02-22,Bac
D00491,KH02,Laptop,Dien tu,1,1632.9,2024-12-22,Nam
D00492,KH32,Sach Python,Sach,8,20.7,2024-06-21,Trung
D00493,KH09,Giay the thao,Thoi trang,1,56.0,2025-02-06,Trung
D00494,KH18,Ao thun,Thoi trang,3,12.0,2025-01-30,Nam
D00495,KH36,Sach Python,Sach,4,18.3,2024-12-27,Nam
D00496,KH19,Giay the thao,Thoi trang,8,58.0,2024-03-02,Trung
D00497,KH38,Laptop,Dien tu,3,1362.9,2024-07-18,Nam
D00498,KH13,Sach Python,Sach,2,19.6,2024-07-03,Nam
D00499,KH07,Ao thun,Thoi trang,1,12.6,2024-06-13,Nam
D00500,KH11,Tai nghe,Dien tu,3,49.1,2024-03-26,Nam
D00501,KH26,Sach Spark,Sach,5,26.6,2024-09-07,Trung
D00502,KH22,May xay,Gia dung,8,42.8,2024-10-07,Trung
D00503,KH08,Tai nghe,Dien tu,2,44.2,2024-12-18,Bac
D00504,KH03,Dien thoai,Dien tu,2,845.3,2025-02-17,Bac
D00505,KH32,Ao thun,Thoi trang,2,12.9,2025-01-01,Nam
D00506,KH35,Quan jean,Thoi trang,3,37.3,2024-09-26,Nam
D00507,KH26,Ao thun,Thoi trang,2,11.3,2025-01-14,Nam
D00508,KH18,May xay,Gia dung,7,42.5,2025-02-27,Nam
D00509,KH10,May xay,Gia dung,5,40.3,2024-10-10,Bac
D00510,KH33,Giay the thao,Thoi trang,5,60.7,2024-05-16,Bac
D00511,KH29,Laptop,Dien tu,3,1440.4,2024-10-23,Bac
D00512,KH09,Giay the thao,Thoi trang,1,56.2,2024-04-18,Bac
D00513,KH34,Tai nghe,Dien tu,3,47.6,2024-08-25,Bac
D00514,KH27,May xay,Gia dung,1,38.6,2024-08-07,Nam
D00515,KH33,Ao thun,Thoi trang,6,11.4,2025-01-28,Nam
D00516,KH27,Tai nghe,Dien tu,3,43.2,2024-12-04,Bac
D00517,KH02,Sach Spark,Sach,3,24.1,2024-07-01,Nam
D00518,KH32,Sach Python,Sach,8,19.1,2024-07-23,Bac
D00519,KH03,Quan jean,Thoi trang,3,33.7,2024-03-14,Nam
D00520,KH24,Quan jean,Thoi trang,10,37.0,2024-05-07,Bac
D00521,KH33,Tai nghe,Dien tu,2,47.3,2024-05-14,Nam
D00522,KH05,Sach Spark,Sach,7,27.0,2024-12-10,Nam
D00523,KH13,May xay,Gia dung,1,36.3,2024-07-14,Bac
D00524,KH02,Giay the thao,Thoi trang,4,61.0,2024-03-28,Nam
D00525,KH01,Noi com dien,Gia dung,3,53.4,2025-02-02,Bac
D00526,KH33,Sach Spark,Sach,6,24.6,2024-04-17,Trung
D00527,KH34,Sach Python,Sach,8,19.6,2024-04-14,Nam
D00528,KH37,Ao thun,Thoi trang,11,12.2,2025-01-15,Nam
D00529,KH07,Noi com dien,Gia dung,6,59.4,2024-09-10,Nam
D00530,KH06,May xay,Gia dung,7,41.8,2024-03-15,Bac
D00531,KH15,Ao thun,Thoi trang,10,12.8,2024-07-24,Nam
D00532,KH07,Sach Spark,Sach,5,24.0,2024-09-02,Bac
D00533,KH08,Laptop,Dien tu,2,1378.1,2024-11-19,Bac
D00534,KH21,Sach Python,Sach,9,21.9,2024-08-06,Nam
D00535,KH36,Tai nghe,Dien tu,2,48.5,2024-03-23,Bac
D00536,KH24,Sach Python,Sach,1,20.5,2024-09-17,Nam
D00537,KH27,Ao thun,Thoi trang,3,13.7,2024-09-02,Nam
D00538,KH33,Laptop,Dien tu,3,1406.6,2024-03-25,Bac
D00539,KH21,Giay the thao,Thoi trang,4,57.6,2024-08-04,Bac
D00540,KH08,Tai nghe,Dien tu,3,46.6,2024-11-28,Nam
D00541,KH20,Ao thun,Thoi trang,2,12.1,2025-01-09,Trung
D00542,KH31,Laptop,Dien tu,3,1543.7,2025-01-29,Bac
D00543,KH21,Sach Spark,Sach,3,23.7,2024-05-31,Nam
D00544,KH06,Dien thoai,Dien tu,2,857.2,2024-05-30,Nam
D00545,KH08,Dien thoai,Dien tu,2,722.7,2024-07-29,Trung
D00546,KH25,Sach Spark,Sach,11,27.5,2024-03-15,Bac
D00547,KH12,Giay the thao,Thoi trang,7,56.5,2024-08-06,Bac
D00548,KH14,Quan jean,Thoi trang,5,38.4,2024-04-03,Nam
D00549,KH32,Ao thun,Thoi trang,9,12.1,2024-06-10,Bac
D00550,KH10,Tai nghe,Dien tu,2,43.0,2024-09-21,Nam
D00551,KH08,May xay,Gia dung,6,40.0,2024-03-19,Nam
D00552,KH30,Tai nghe,Dien tu,1,41.7,2024-12-29,Nam
D00553,KH02,May xay,Gia dung,1,42.9,2024-04-18,Nam
D00554,KH30,Sach Spark,Sach,7,25.0,2024-11-12,Trung
D00555,KH26,Sach Spark,Sach,2,25.3,2024-06-12,Trung
D00556,KH13,Sach Python,Sach,4,18.3,2024-04-21,Bac
D00557,KH24,Tai nghe,Dien tu,1,48.2,2025-02-25,Bac
D00558,KH37,Noi com dien,Gia dung,8,58.3,2025-02-20,Bac
D00559,KH12,Giay the thao,Thoi trang,10,64.4,2024-06-03,Bac
D00560,KH01,Laptop,Dien tu,3,1445.2,2024-12-24,Nam
D00561,KH12,May xay,Gia dung,6,37.3,2024-08-16,Bac
D00562,KH06,Sach Spark,Sach,9,27.0,2025-02-01,Nam
D00563,KH25,Noi com dien,Gia dung,1,50.6,2025-02-05,Trung
D00564,KH02,May xay,Gia dung,4,36.8,2024-08-25,Trung
D00565,KH31,Giay the thao,Thoi trang,1,59.0,2024-05-14,Bac
D00566,KH05,Quan jean,Thoi trang,2,38.3,2024-05-05,Nam
D00567,KH09,Quan jean,Thoi trang,3,38.3,2024-07-11,Nam
D00568,KH25,Laptop,Dien tu,1,1473.8,2025-01-25,Bac
D00569,KH26,Quan jean,Thoi trang,3,38.0,2024-11-18,Bac
D00570,KH11,Dien thoai,Dien tu,1,722.9,2024-06-22,Bac
D00571,KH28,Giay the thao,Thoi trang,4,57.2,2024-08-02,Nam
D00572,KH11,Sach Python,Sach,3,18.7,2024-08-09,Nam
D00573,KH28,Quan jean,Thoi trang,7,34.7,2024-04-10,Bac
D00574,KH09,Sach Spark,Sach,9,22.7,2024-04-26,Nam
D00575,KH06,Sach Python,Sach,11,18.4,2024-10-19,Nam
D00576,KH37,Laptop,Dien tu,1,1392.0,2024-12-09,Nam
D00577,KH34,Ao thun,Thoi trang,10,13.6,2024-06-18,Bac
D00578,KH05,Dien thoai,Dien tu,1,827.9,2024-11-25,Nam
D00579,KH01,Ao thun,Thoi trang,7,11.7,2024-05-30,Nam
D00580,KH12,Sach Python,Sach,2,18.1,2024-12-03,Trung
D00581,KH23,Giay the thao,Thoi trang,4,56.1,2024-03-25,Nam
D00582,KH14,Tai nghe,Dien tu,3,43.5,2024-07-31,Nam
D00583,KH38,Sach Python,Sach,10,21.3,2024-07-31,Nam
D00584,KH16,Sach Python,Sach,8,21.0,2024-07-14,Trung
D00585,KH05,May xay,Gia dung,8,36.1,2024-09-22,Nam
D00586,KH15,Dien thoai,Dien tu,1,836.6,2024-10-21,Trung
D00587,KH16,Laptop,Dien tu,2,1368.2,2024-08-01,Nam
D00588,KH32,Laptop,Dien tu,2,1394.5,2024-05-10,Nam
D00589,KH39,Ao thun,Thoi trang,9,13.0,2024-08-01,Nam
D00590,KH04,Noi com dien,Gia dung,9,56.5,2024-04-25,Bac
D00591,KH07,Sach Python,Sach,2,21.3,2024-08-10,Nam
D00592,KH32,Ao thun,Thoi trang,11,12.9,2025-02-18,Trung
D00593,KH39,Noi com dien,Gia dung,9,57.3,2025-01-28,Bac
D00594,KH30,Ao thun,Thoi trang,3,13.2,2025-01-26,Bac
D00595,KH36,Sach Python,Sach,7,20.3,2024-12-23,Nam
D00596,KH35,Noi com dien,Gia dung,6,50.8,2024-11-08,Trung
D00597,KH19,Noi com dien,Gia dung,2,52.1,2024-03-13,Trung
D00598,KH20,Ao thun,Thoi trang,1,12.3,2024-10-16,Bac
D00599,KH13,Sach Spark,Sach,5,26.9,2024-08-07,Bac
D00600,KH13,May xay,Gia dung,8,38.5,2025-01-31,Nam
D00601,KH16,Quan jean,Thoi trang,4,32.8,2024-09-15,Trung
D00602,KH19,Noi com dien,Gia dung,1,56.4,2024-07-13,Nam
D00603,KH22,Noi com dien,Gia dung,8,52.9,2024-08-16,Nam
D00604,KH18,Tai nghe,Dien tu,1,47.3,2024-10-18,Nam
D00605,KH13,Ao thun,Thoi trang,9,12.8,2024-12-06,Trung
D00606,KH25,Giay the thao,Thoi trang,11,62.8,2024-03-03,Bac
D00607,KH32,May xay,Gia dung,11,43.7,2024-11-10,Nam
D00608,KH16,May xay,Gia dung,4,37.7,2024-03-17,Nam
D00609,KH02,Sach Python,Sach,8,20.8,2024-03-25,Nam
D00610,KH38,May xay,Gia dung,3,39.6,2024-08-10,Nam
D00611,KH27,May xay,Gia dung,4,43.4,2024-09-08,Trung
D00612,KH38,May xay,Gia dung,5,38.4,2024-07-15,Nam
D00613,KH21,Tai nghe,Dien tu,3,47.5,2025-01-17,Nam
D00614,KH01,Ao thun,Thoi trang,6,12.3,2024-11-28,Nam
D00615,KH07,Laptop,Dien tu,3,1366.9,2024-12-16,Bac
D00616,KH36,Quan jean,Thoi trang,5,37.7,2024-03-20,Nam
D00617,KH38,May xay,Gia dung,8,42.7,2024-10-22,Nam
D00618,KH37,Quan jean,Thoi trang,5,36.6,2024-07-24,Nam
D00619,KH21,Ao thun,Thoi trang,8,12.5,2024-12-18,Bac
D00620,KH24,Laptop,Dien tu,1,1624.2,2025-01-16,Nam
D00621,KH28,Quan jean,Thoi trang,6,34.2,2025-01-26,Bac
D00622,KH21,Dien thoai,Dien tu,2,744.0,2024-05-01,Bac
D00623,KH36,Dien thoai,Dien tu,2,760.8,2024-06-19,Nam
D00624,KH24,Sach Python,Sach,3,21.8,2024-12-15,Nam
D00625,KH35,Sach Python,Sach,7,18.4,2024-03-16,Nam
D00626,KH33,Laptop,Dien tu,2,1623.3,2024-08-25,Trung
D00627,KH26,Laptop,Dien tu,1,1419.8,2024-06-08,Nam
D00628,KH13,Noi com dien,Gia dung,5,56.6,2024-09-21,Nam
D00629,KH11,Tai nghe,Dien tu,1,47.3,2024-09-05,Nam
D00630,KH03,Dien thoai,Dien tu,3,744.6,2024-09-04,Bac
D00631,KH02,Giay the thao,Thoi trang,1,61.2,2024-05-28,Trung
D00632,KH18,Sach Spark,Sach,11,26.6,2024-05-01,Nam
D00633,KH39,Noi com dien,Gia dung,9,55.7,2024-08-27,Bac
D00634,KH20,Sach Spark,Sach,3,23.0,2024-04-15,Bac
D00635,KH33,Dien thoai,Dien tu,1,766.1,2024-11-15,Nam
D00636,KH21,Sach Python,Sach,1,19.2,2024-03-03,Nam
D00637,KH18,Sach Python,Sach,6,18.9,2024-05-30,Nam
D00638,KH12,Ao thun,Thoi trang,3,12.3,2025-02-19,Bac
D00639,KH38,Giay the thao,Thoi trang,4,65.5,2024-12-19,Bac
D00640,KH06,Ao thun,Thoi trang,10,12.5,2024-10-23,Bac
D00641,KH15,Laptop,Dien tu,1,1371.1,2024-06-26,Trung
D00642,KH37,May xay,Gia dung,11,40.8,2024-11-23,Bac
D00643,KH25,Ao thun,Thoi trang,7,12.3,2024-04-09,Nam
D00644,KH19,Sach Python,Sach,9,20.2,2024-06-06,Bac
D00645,KH24,Tai nghe,Dien tu,2,47.3,2025-02-27,Nam
D00646,KH37,Noi com dien,Gia dung,5,57.9,2024-09-02,Bac
D00647,KH13,Sach Spark,Sach,8,25.9,2024-09-19,Nam
D00648,KH23,Quan jean,Thoi trang,1,37.4,2025-02-06,Nam
D00649,KH24,Sach Spark,Sach,2,24.3,2025-01-28,Nam
D00650,KH36,Sach Spark,Sach,4,26.7,2025-01-11,Nam
D00651,KH20,Tai nghe,Dien tu,2,45.6,2024-05-10,Bac
D00652,KH02,Quan jean,Thoi trang,4,38.3,2024-03-05,Nam
D00653,KH05,Noi com dien,Gia dung,5,52.9,2024-08-21,Nam
D00654,KH30,Quan jean,Thoi trang,4,37.4,2025-01-13,Bac
D00655,KH29,Giay the thao,Thoi trang,6,57.4,2024-09-10,Nam
D00656,KH21,Noi com dien,Gia dung,1,60.1,2024-04-06,Bac
D00657,KH15,Ao thun,Thoi trang,6,12.6,2024-05-22,Bac
D00658,KH04,Dien thoai,Dien tu,1,831.4,2024-06-07,Bac
D00659,KH22,Laptop,Dien tu,2,1517.8,2024-04-13,Trung
D00660,KH13,Quan jean,Thoi trang,9,36.1,2024-11-28,Nam
D00661,KH35,Sach Python,Sach,3,21.2,2024-04-13,Bac
D00662,KH06,Sach Python,Sach,11,21.3,2024-03-04,Nam
D00663,KH14,Quan jean,Thoi trang,8,32.4,2024-11-24,Bac
D00664,KH10,May xay,Gia dung,2,39.7,2024-10-03,Bac
D00665,KH29,Ao thun,Thoi trang,7,13.0,2024-10-07,Bac
D00666,KH09,Dien thoai,Dien tu,3,835.1,2025-02-21,Bac
D00667,KH02,Sach Python,Sach,11,18.1,2025-01-16,Nam
D00668,KH25,Sach Spark,Sach,8,26.0,2024-11-30,Nam
D00669,KH15,Dien thoai,Dien tu,2,877.1,2024-12-28,Bac
D00670,KH02,Quan jean,Thoi trang,7,33.5,2024-07-02,Bac
D00671,KH14,Dien thoai,Dien tu,2,741.5,2024-04-25,Trung
D00672,KH06,Sach Spark,Sach,6,23.5,2025-02-25,Bac
D00673,KH32,Quan jean,Thoi trang,1,32.0,2024-03-09,Trung
D00674,KH18,Tai nghe,Dien tu,2,49.1,2024-12-04,Bac
D00675,KH20,Sach Spark,Sach,10,25.3,2024-04-21,Nam
D00676,KH27,Sach Spark,Sach,1,23.7,2024-09-28,Trung
D00677,KH02,May xay,Gia dung,5,40.1,2024-03-12,Bac
D00678,KH29,Quan jean,Thoi trang,4,38.1,2024-10-26,Trung
D00679,KH15,Dien thoai,Dien tu,1,878.7,2024-03-13,Trung
D00680,KH23,Dien thoai,Dien tu,1,744.7,2025-01-04,Nam
D00681,KH34,Sach Spark,Sach,7,23.8,2024-09-21,Nam
D00682,KH26,Giay the thao,Thoi trang,9,66.0,2024-06-02,Nam
D00683,KH07,Ao thun,Thoi trang,4,11.9,2025-02-15,Bac
D00684,KH15,Sach Python,Sach,1,21.8,2024-10-31,Nam
D00685,KH22,Sach Python,Sach,8,20.2,2025-01-31,Trung
D00686,KH15,May xay,Gia dung,5,42.5,2024-03-30,Trung
D00687,KH36,Ao thun,Thoi trang,9,13.2,2024-12-16,Bac
D00688,KH12,May xay,Gia dung,1,42.0,2024-05-31,Nam
D00689,KH05,May xay,Gia dung,6,38.1,2024-09-21,Nam
D00690,KH35,Noi com dien,Gia dung,4,54.4,2025-01-07,Bac
D00691,KH32,Ao thun,Thoi trang,9,11.3,2024-05-17,Trung
D00692,KH10,May xay,Gia dung,11,36.6,2025-02-25,Nam
D00693,KH08,Ao thun,Thoi trang,6,12.1,2024-03-25,Bac
D00694,KH17,Tai nghe,Dien tu,1,41.5,2024-10-17,Trung
D00695,KH18,Quan jean,Thoi trang,10,34.6,2024-10-27,Trung
D00696,KH24,Noi com dien,Gia dung,5,53.8,2024-08-20,Trung
D00697,KH15,Tai nghe,Dien tu,3,44.8,2024-03-18,Bac
D00698,KH20,Laptop,Dien tu,2,1625.3,2024-03-29,Nam
D00699,KH29,Sach Python,Sach,6,18.8,2024-06-13,Trung
D00700,KH21,Sach Python,Sach,1,18.8,2025-01-03,Bac
D00701,KH20,Noi com dien,Gia dung,5,56.2,2025-02-24,Nam
D00702,KH22,Sach Python,Sach,5,20.8,2025-02-02,Bac
D00703,KH13,Sach Spark,Sach,1,23.4,2024-11-21,Nam
D00704,KH36,Noi com dien,Gia dung,11,59.5,2024-03-24,Nam
D00705,KH35,Laptop,Dien tu,2,1356.1,2024-11-28,Bac
D00706,KH21,May xay,Gia dung,9,37.0,2024-05-04,Bac
D00707,KH17,May xay,Gia dung,11,40.3,2024-09-18,Nam
D00708,KH14,May xay,Gia dung,5,42.6,2024-04-09,Nam
D00709,KH33,Sach Spark,Sach,9,22.8,2024-07-10,Bac
D00710,KH27,Sach Spark,Sach,2,26.4,2024-08-08,Bac
D00711,KH15,Dien thoai,Dien tu,2,782.7,2024-04-03,Trung
D00712,KH28,Quan jean,Thoi trang,9,35.1,2024-09-30,Nam
D00713,KH22,Sach Python,Sach,8,18.6,2024-11-25,Nam
D00714,KH02,Quan jean,Thoi trang,2,32.3,2024-12-05,Bac
D00715,KH01,Dien thoai,Dien tu,3,781.4,2024-09-18,Nam
D00716,KH39,Noi com dien,Gia dung,11,54.4,2024-08-10,Bac
D00717,KH31,Ao thun,Thoi trang,4,13.2,2024-04-15,Nam
D00718,KH23,Tai nghe,Dien tu,3,46.4,2024-08-17,Trung
D00719,KH12,Ao thun,Thoi trang,9,13.6,2024-07-28,Nam
D00720,KH27,Tai nghe,Dien tu,3,44.9,2025-02-22,Trung
D00721,KH36,Noi com dien,Gia dung,6,54.5,2024-03-28,Nam
D00722,KH25,Quan jean,Thoi trang,6,32.3,2024-12-01,Bac
D00723,KH38,Laptop,Dien tu,3,1394.9,2024-11-06,Nam
D00724,KH13,Laptop,Dien tu,3,1370.0,2024-10-29,Bac
D00725,KH31,Dien thoai,Dien tu,2,875.1,2024-10-29,Bac
D00726,KH34,Laptop,Dien tu,3,1600.0,2024-06-29,Trung
D00727,KH05,Tai nghe,Dien tu,2,44.0,2025-02-07,Trung
D00728,KH14,Sach Python,Sach,6,18.5,2024-03-04,Trung
D00729,KH28,Quan jean,Thoi trang,9,37.1,2025-01-24,Bac
D00730,KH37,Sach Spark,Sach,9,27.4,2024-09-04,Nam
D00731,KH33,Tai nghe,Dien tu,3,41.2,2024-03-02,Trung
D00732,KH24,Tai nghe,Dien tu,3,49.0,2024-04-10,Nam
D00733,KH07,Sach Python,Sach,1,18.5,2024-10-05,Bac
D00734,KH24,Quan jean,Thoi trang,6,35.7,2024-04-14,Nam
D00735,KH27,Ao thun,Thoi trang,1,12.3,2024-08-04,Nam
D00736,KH26,Dien thoai,Dien tu,2,794.7,2024-06-04,Nam
D00737,KH33,Noi com dien,Gia dung,3,49.8,2024-09-25,Trung
D00738,KH15,Tai nghe,Dien tu,2,40.8,2024-10-21,Bac
D00739,KH34,Dien thoai,Dien tu,1,775.9,2024-04-26,Bac
D00740,KH17,May xay,Gia dung,6,42.3,2025-02-18,Trung
D00741,KH08,Tai nghe,Dien tu,1,41.8,2024-07-27,Nam
D00742,KH17,Tai nghe,Dien tu,2,48.0,2024-09-24,Nam
D00743,KH28,Sach Spark,Sach,11,23.7,2024-09-28,Nam
D00744,KH29,Ao thun,Thoi trang,5,11.9,2024-11-11,Nam
D00745,KH25,Laptop,Dien tu,1,1465.0,2025-01-26,Bac
D00746,KH03,Giay the thao,Thoi trang,1,63.2,2025-02-11,Bac
D00747,KH22,Tai nghe,Dien tu,2,42.4,2025-01-20,Trung
D00748,KH27,Dien thoai,Dien tu,1,777.1,2024-08-09,Nam
D00749,KH07,Noi com dien,Gia dung,4,57.8,2024-12-11,Trung
