ma_gd,ma_kh,so_tien,trang_thai,thoi_gian
GD000396,KH01909,460000.0,THANH CONG,2026-01-04 12:31:00
GD000397,KH01612,1782000.0,THAT BAI,2026-01-04 12:32:00
GD000398,KH01126,148000.0,CHO XU LY,2026-01-04 12:32:00
GD000399,KH02560,87000.0,THANH CONG,2026-01-04 12:33:00
GD000400,KH00957,695000.0,THANH CONG,2026-01-04 12:49:00
GD000401,KH00328,251000.0,THANH CONG,2026-01-04 12:51:00
GD000402,KH02500,430000.0,THANH CONG,2026-01-04 13:25:00
GD000403,KH02191,500000.0,THANH CONG,2026-01-04 13:27:00
GD000404,KH00260,200000.0,THANH CONG,2026-01-04 13:46:00
GD000405,KH02007,946000.0,THANH CONG,2026-01-04 13:51:00
GD000406,KH01450,405000.0,THAT BAI,2026-01-04 14:19:00
GD000407,KH02776,1285000.0,THAT BAI,2026-01-04 14:20:00
GD000408,KH00176,534000.0,THANH CONG,2026-01-04 14:24:00
GD000409,KH00404,279000.0,THANH CONG,2026-01-04 14:45:00
GD000410,KH00653,440000.0,THANH CONG,2026-01-04 15:26:00
GD000411,KH00695,553000.0,THANH CONG,2026-01-04 15:32:00
GD000412,KH02825,171000.0,THANH CONG,2026-01-04 15:54:00
GD000413,KH02946,313000.0,THANH CONG,2026-01-04 16:29:00
GD000414,KH00550,313000.0,THANH CONG,2026-01-04 16:31:00
GD000415,KH00079,356000.0,THANH CONG,2026-01-04 16:32:00
GD000416,KH02838,461000.0,THANH CONG,2026-01-04 16:36:00
GD000417,KH00629,383000.0,THANH CONG,2026-01-04 16:38:00
GD000418,KH02525,376000.0,THAT BAI,2026-01-04 17:00:00
GD000419,KH00605,307000.0,THANH CONG,2026-01-04 17:06:00
GD000420,KH00630,89000.0,THANH CONG,2026-01-04 17:07:00
GD000421,KH02555,1255000.0,THANH CONG,2026-01-04 17:30:00
GD000422,KH02637,324000.0,THANH CONG,2026-01-04 17:39:00
GD000423,KH00410,1180000.0,THAT BAI,2026-01-04 17:56:00
GD000424,KH01324,665000.0,THAT BAI,2026-01-04 17:58:00
GD000425,KH01422,718000.0,THANH CONG,2026-01-04 17:58:00
GD000426,KH01812,271000.0,THANH CONG,2026-01-04 18:02:00
GD000427,KH01084,300000.0,THANH CONG,2026-01-04 18:06:00
GD000428,KH02609,356000.0,THANH CONG,2026-01-04 18:10:00
GD000429,KH01313,118000.0,THAT BAI,2026-01-04 18:21:00
GD000430,KH02939,120000.0,THANH CONG,2026-01-04 18:26:00
GD000431,KH02384,1811000.0,THANH CONG,2026-01-04 18:38:00
GD000432,KH02743,274000.0,THANH CONG,2026-01-04 19:02:00
GD000433,KH02128,177000.0,THANH CONG,2026-01-04 19:18:00
GD000434,KH00696,419000.0,THANH CONG,2026-01-04 19:32:00
GD000435,KH01847,920000.0,THANH CONG,2026-01-04 19:46:00
GD000436,KH00420,873000.0,THANH CONG,2026-01-04 20:09:00
GD000437,KH02725,772000.0,THANH CONG,2026-01-04 20:16:00
GD000438,KH02274,1042000.0,THANH CONG,2026-01-04 20:23:00
GD000439,KH02188,2017000.0,CHO XU LY,2026-01-04 20:47:00
GD000440,KH00423,816000.0,THANH CONG,2026-01-04 21:27:00
GD000441,KH01423,2084000.0,THANH CONG,2026-01-04 21:57:00
GD000442,KH02126,311000.0,THAT BAI,2026-01-04 22:08:00
GD000443,KH02050,945000.0,THANH CONG,2026-01-04 22:19:00
GD000444,KH02321,353000.0,THANH CONG,2026-01-04 22:40:00
GD000445,KH00258,431000.0,THANH CONG,2026-01-04 22:47:00
GD000446,KH01490,437000.0,THANH CONG,2026-01-04 23:07:00
GD000447,KH02297,934000.0,THAT BAI,2026-01-04 23:11:00
GD000448,KH02345,334000.0,THANH CONG,2026-01-04 23:18:00
GD000449,KH01279,3000000.0,THANH CONG,2026-01-04 23:34:00
GD000450,KH00952,1495000.0,THANH CONG,2026-01-04 23:39:00
GD000451,KH00628,277000.0,THANH CONG,2026-01-05 00:00:00
GD000452,KH00091,324000.0,THANH CONG,2026-01-05 00:07:00
GD000453,KH02814,202000.0,THANH CONG,2026-01-05 00:19:00
GD000454,KH00958,287000.0,THANH CONG,2026-01-05 01:02:00
GD000455,KH01555,1146000.0,THAT BAI,2026-01-05 01:26:00
GD000456,KH01941,167000.0,THANH CONG,2026-01-05 01:45:00
GD000457,KH02785,384000.0,THANH CONG,2026-01-05 02:20:00
GD000458,KH02520,812000.0,CHO XU LY,2026-01-05 02:57:00
GD000459,KH01955,391000.0,THANH CONG,2026-01-05 03:04:00
GD000460,KH00779,242000.0,THANH CONG,2026-01-05 03:24:00
GD000461,KH02853,203000.0,THANH CONG,2026-01-05 03:37:00
GD000462,KH01996,1076000.0,THANH CONG,2026-01-05 03:51:00
GD000463,KH01927,755000.0,THANH CONG,2026-01-05 03:59:00
GD000464,KH01261,61000.0,THANH CONG,2026-01-05 04:24:00
GD000465,KH00536,1512000.0,THANH CONG,2026-01-05 04:26:00
GD000466,KH00787,208000.0,THANH CONG,2026-01-05 04:32:00
GD000467,KH02575,251000.0,THANH CONG,2026-01-05 05:16:00
GD000468,KH01739,811000.0,THANH CONG,2026-01-05 05:22:00
GD000469,KH02823,1657000.0,THAT BAI,2026-01-05 05:27:00
GD000470,KH02786,574000.0,THANH CONG,2026-01-05 05:45:00
GD000471,KH01190,162000.0,THANH CONG,2026-01-05 05:59:00
GD000472,KH00016,913000.0,THANH CONG,2026-01-05 06:03:00
GD000473,KH02684,160000.0,THANH CONG,2026-01-05 06:04:00
GD000474,KH00559,137000.0,THANH CONG,2026-01-05 06:09:00
GD000475,KH00356,333000.0,THANH CONG,2026-01-05 06:14:00
GD000476,KH02235,560000.0,THANH CONG,2026-01-05 06:18:00
GD000477,KH00763,650000.0,THANH CONG,2026-01-05 06:27:00
GD000478,KH01580,769000.0,CHO XU LY,2026-01-05 06:27:00
GD000479,KH01689,61000.0,THANH CONG,2026-01-05 06:34:00
GD000480,KH02017,209000.0,THAT BAI,2026-01-05 07:02:00
GD000481,KH00992,362000.0,THANH CONG,2026-01-05 07:39:00
GD000482,KH02548,181000.0,THAT BAI,2026-01-05 07:49:00
GD000483,KH02852,97000.0,CHO XU LY,2026-01-05 08:10:00
GD000484,KH02629,334000.0,THANH CONG,2026-01-05 08:14:00
GD000485,KH02510,515000.0,THANH CONG,2026-01-05 08:23:00
GD000486,KH02332,98000.0,THANH CONG,2026-01-05 08:28:00
GD000487,KH02312,663000.0,THANH CONG,2026-01-05 08:49:00
GD000488,KH00362,77000.0,THAT BAI,2026-01-05 09:14:00
GD000489,KH01405,1415000.0,THANH CONG,2026-01-05 09:24:00
GD000490,KH01569,140000.0,THANH CONG,2026-01-05 09:37:00
GD000491,KH00770,336000.0,THAT BAI,2026-01-05 09:42:00
GD000492,KH00033,484000.0,THANH CONG,2026-01-05 09:51:00
GD000493,KH00958,592000.0,THANH CONG,2026-01-05 09:53:00
GD000494,KH01013,1493000.0,THANH CONG,2026-01-05 10:07:00
GD000495,KH02021,217000.0,THANH CONG,2026-01-05 10:12:00
GD000496,KH02054,286000.0,THANH CONG,2026-01-05 10:18:00
GD000497,KH00624,189000.0,THANH CONG,2026-01-05 10:45:00
GD000498,KH01195,705000.0,THANH CONG,2026-01-05 10:48:00
GD000499,KH01565,364000.0,THANH CONG,2026-01-05 10:48:00
GD000500,KH01518,223000.0,THANH CONG,2026-01-05 10:49:00
GD000501,KH01180,160000.0,THANH CONG,2026-01-05 10:52:00
GD000502,KH02858,237000.0,THANH CONG,2026-01-05 10:55:00
GD000503,KH01578,628000.0,THANH CONG,2026-01-05 11:03:00
GD000504,KH01169,365000.0,THANH CONG,2026-01-05 11:33:00
GD000505,KH02073,380000.0,THANH CONG,2026-01-05 11:46:00
GD000506,KH01316,1177000.0,THANH CONG,2026-01-05 11:53:00
GD000507,KH02158,258000.0,THANH CONG,2026-01-05 11:56:00
GD000508,KH01039,191000.0,THANH CONG,2026-01-05 12:00:00
GD000509,KH00473,1370000.0,THANH CONG,2026-01-05 12:04:00
GD000510,KH01563,1521000.0,THANH CONG,2026-01-05 12:04:00
GD000511,KH00502,319000.0,THAT BAI,2026-01-05 12:05:00
GD000512,KH00535,1574000.0,THANH CONG,2026-01-05 12:13:00
GD000513,KH00134,350000.0,THANH CONG,2026-01-05 12:21:00
GD000514,KH02199,1131000.0,THANH CONG,2026-01-05 12:26:00
GD000515,KH02716,439000.0,THANH CONG,2026-01-05 12:27:00
GD000516,KH02740,1100000.0,CHO XU LY,2026-01-05 12:28:00
GD000517,KH01290,240000.0,THANH CONG,2026-01-05 12:33:00
GD000518,KH02239,1245000.0,CHO XU LY,2026-01-05 12:37:00
GD000519,KH02505,1776000.0,THAT BAI,2026-01-05 12:44:00
GD000520,KH02115,1110000.0,CHO XU LY,2026-01-05 12:46:00
GD000521,KH00334,267000.0,THANH CONG,2026-01-05 13:01:00
GD000522,KH01880,272000.0,THANH CONG,2026-01-05 13:32:00
GD000523,KH02227,327000.0,THANH CONG,2026-01-05 13:37:00
GD000524,KH02171,555000.0,THAT BAI,2026-01-05 14:11:00
GD000525,KH01339,245000.0,THANH CONG,2026-01-05 14:14:00
GD000526,KH00465,482000.0,THANH CONG,2026-01-05 14:14:00
GD000527,KH01749,223000.0,THANH CONG,2026-01-05 14:27:00
GD000528,KH01180,480000.0,THAT BAI,2026-01-05 14:52:00
GD000529,KH02728,320000.0,THANH CONG,2026-01-05 14:57:00
GD000530,KH01915,314000.0,THANH CONG,2026-01-05 15:12:00
GD000531,KH01412,639000.0,THANH CONG,2026-01-05 15:38:00
GD000532,KH00982,445000.0,THAT BAI,2026-01-05 15:54:00
GD000533,KH02918,43000.0,THANH CONG,2026-01-05 16:01:00
GD000534,KH01528,547000.0,THANH CONG,2026-01-05 16:05:00
GD000535,KH02544,395000.0,THANH CONG,2026-01-05 16:06:00
GD000536,KH01049,269000.0,THANH CONG,2026-01-05 16:13:00
GD000537,KH00266,345000.0,THANH CONG,2026-01-05 16:26:00
GD000538,KH01706,874000.0,THANH CONG,2026-01-05 16:58:00
GD000539,KH00595,280000.0,THANH CONG,2026-01-05 17:00:00
GD000540,KH01358,229000.0,THANH CONG,2026-01-05 17:14:00
GD000541,KH02387,1449000.0,THANH CONG,2026-01-05 17:41:00
GD000542,KH01334,195000.0,THAT BAI,2026-01-05 18:52:00
GD000543,KH02849,257000.0,THANH CONG,2026-01-05 18:54:00
GD000544,KH01170,1671000.0,THANH CONG,2026-01-05 19:04:00
GD000545,KH00138,122000.0,THANH CONG,2026-01-05 19:33:00
GD000546,KH02799,268000.0,THANH CONG,2026-01-05 20:03:00
GD000547,KH00258,755000.0,THANH CONG,2026-01-05 20:35:00
GD000548,KH02987,861000.0,THANH CONG,2026-01-05 20:36:00
GD000549,KH02613,587000.0,CHO XU LY,2026-01-05 21:07:00
GD000550,KH01398,1626000.0,THANH CONG,2026-01-05 21:38:00
GD000551,KH01924,784000.0,THANH CONG,2026-01-05 21:44:00
GD000552,KH00289,394000.0,THANH CONG,2026-01-05 21:47:00
GD000553,KH00676,403000.0,THAT BAI,2026-01-05 22:11:00
GD000554,KH00942,699000.0,THANH CONG,2026-01-05 22:26:00
GD000555,KH01020,219000.0,THANH CONG,2026-01-05 22:37:00
GD000556,KH01048,469000.0,THANH CONG,2026-01-05 22:44:00
GD000557,KH01363,1961000.0,THANH CONG,2026-01-05 22:58:00
GD000558,KH01278,647000.0,THANH CONG,2026-01-05 23:26:00
GD000559,KH01114,1912000.0,THANH CONG,2026-01-05 23:31:00
GD000560,KH00009,730000.0,THANH CONG,2026-01-05 23:34:00
GD000561,KH01487,239000.0,THAT BAI,2026-01-05 23:36:00
GD000562,KH01395,151000.0,CHO XU LY,2026-01-06 00:12:00
GD000563,KH01210,182000.0,THAT BAI,2026-01-06 00:20:00
GD000564,KH02216,951000.0,THANH CONG,2026-01-06 00:47:00
GD000565,KH00379,71000.0,CHO XU LY,2026-01-06 01:01:00
GD000566,KH01314,551000.0,THANH CONG,2026-01-06 01:09:00
GD000567,KH00788,152000.0,THANH CONG,2026-01-06 01:25:00
GD000568,KH02216,824000.0,THANH CONG,2026-01-06 01:28:00
GD000569,KH02541,1273000.0,THANH CONG,2026-01-06 01:30:00
GD000570,KH00187,1816000.0,THANH CONG,2026-01-06 01:50:00
GD000571,KH02716,142000.0,THANH CONG,2026-01-06 01:52:00
GD000572,KH02290,2237000.0,THANH CONG,2026-01-06 01:55:00
GD000573,KH01511,2475000.0,THANH CONG,2026-01-06 01:58:00
GD000574,KH02161,2325000.0,THANH CONG,2026-01-06 02:04:00
GD000575,KH00597,911000.0,THANH CONG,2026-01-06 02:05:00
GD000576,KH00060,202000.0,CHO XU LY,2026-01-06 02:23:00
GD000577,KH01388,187000.0,THANH CONG,2026-01-06 02:29:00
GD000578,KH02842,368000.0,THANH CONG,2026-01-06 02:57:00
GD000579,KH01755,126000.0,CHO XU LY,2026-01-06 03:44:00
GD000580,KH02620,102000.0,THAT BAI,2026-01-06 04:25:00
GD000581,KH02303,1774000.0,THAT BAI,2026-01-06 04:38:00
GD000582,KH02514,1223000.0,THANH CONG,2026-01-06 04:52:00
GD000583,KH00010,890000.0,THANH CONG,2026-01-06 05:17:00
GD000584,KH01973,285000.0,THANH CONG,2026-01-06 05:25:00
GD000585,KH01557,534000.0,THANH CONG,2026-01-06 05:28:00
GD000586,KH00023,1044000.0,THANH CONG,2026-01-06 05:41:00
GD000587,KH02743,749000.0,THAT BAI,2026-01-06 05:58:00
GD000588,KH02971,269000.0,THANH CONG,2026-01-06 06:15:00
GD000589,KH02112,658000.0,THANH CONG,2026-01-06 06:16:00
GD000590,KH02162,803000.0,THAT BAI,2026-01-06 06:46:00
GD000591,KH00683,927000.0,THANH CONG,2026-01-06 07:19:00
GD000592,KH02811,649000.0,THAT BAI,2026-01-06 07:58:00
GD000593,KH00422,2095000.0,THAT BAI,2026-01-06 08:21:00
GD000594,KH02394,180000.0,THANH CONG,2026-01-06 08:26:00
GD000595,KH02011,1716000.0,THANH CONG,2026-01-06 08:26:00
GD000596,KH00169,199000.0,THANH CONG,2026-01-06 08:41:00
GD000597,KH01766,779000.0,THAT BAI,2026-01-06 08:42:00
GD000598,KH00943,1034000.0,THANH CONG,2026-01-06 09:05:00
GD000599,KH02148,321000.0,THANH CONG,2026-01-06 09:21:00
GD000600,KH00142,333000.0,THANH CONG,2026-01-06 09:23:00
GD000601,KH01574,362000.0,THANH CONG,2026-01-06 09:29:00
GD000602,KH01256,107000.0,THANH CONG,2026-01-06 09:35:00
GD000603,KH01569,121000.0,THANH CONG,2026-01-06 09:45:00
GD000604,KH01438,372000.0,THANH CONG,2026-01-06 09:55:00
GD000605,KH01195,766000.0,THANH CONG,2026-01-06 10:09:00
GD000606,KH01300,521000.0,THANH CONG,2026-01-06 10:11:00
GD000607,KH01671,430000.0,THAT BAI,2026-01-06 10:12:00
GD000608,KH01201,249000.0,THANH CONG,2026-01-06 10:32:00
GD000609,KH02823,349000.0,THANH CONG,2026-01-06 10:59:00
GD000610,KH02240,1251000.0,THANH CONG,2026-01-06 11:05:00
GD000611,KH02449,64000.0,THANH CONG,2026-01-06 11:06:00
GD000612,KH01069,726000.0,CHO XU LY,2026-01-06 11:13:00
GD000613,KH02981,509000.0,THANH CONG,2026-01-06 11:17:00
GD000614,KH02321,133000.0,THANH CONG,2026-01-06 11:17:00
GD000615,KH01959,529000.0,THANH CONG,2026-01-06 12:06:00
GD000616,KH01933,188000.0,THANH CONG,2026-01-06 12:11:00
GD000617,KH01658,100000.0,THAT BAI,2026-01-06 12:19:00
GD000618,KH01560,405000.0,THANH CONG,2026-01-06 12:25:00
GD000619,KH02301,729000.0,THANH CONG,2026-01-06 12:43:00
GD000620,KH00654,625000.0,THAT BAI,2026-01-06 12:47:00
GD000621,KH00394,661000.0,THANH CONG,2026-01-06 13:00:00
GD000622,KH02388,846000.0,THANH CONG,2026-01-06 13:34:00
GD000623,KH00070,879000.0,THANH CONG,2026-01-06 13:36:00
GD000624,KH00011,466000.0,THAT BAI,2026-01-06 13:41:00
GD000625,KH02840,791000.0,THANH CONG,2026-01-06 13:45:00
GD000626,KH01779,455000.0,THANH CONG,2026-01-06 13:46:00
GD000627,KH00558,390000.0,THANH CONG,2026-01-06 13:55:00
GD000628,KH02839,114000.0,THANH CONG,2026-01-06 14:10:00
GD000629,KH01800,878000.0,THANH CONG,2026-01-06 14:14:00
GD000630,KH01014,247000.0,THANH CONG,2026-01-06 14:24:00
GD000631,KH00491,786000.0,THANH CONG,2026-01-06 14:27:00
GD000632,KH00586,868000.0,THANH CONG,2026-01-06 14:27:00
GD000633,KH02152,1193000.0,THAT BAI,2026-01-06 14:40:00
GD000634,KH01450,180000.0,THAT BAI,2026-01-06 14:52:00
GD000635,KH02415,96000.0,THANH CONG,2026-01-06 15:18:00
GD000636,KH02576,148000.0,THANH CONG,2026-01-06 15:26:00
GD000637,KH02644,2785000.0,THANH CONG,2026-01-06 15:36:00
GD000638,KH01763,612000.0,THANH CONG,2026-01-06 15:48:00
GD000639,KH02806,535000.0,THANH CONG,2026-01-06 15:54:00
GD000640,KH02610,469000.0,THANH CONG,2026-01-06 15:57:00
GD000641,KH01640,139000.0,THANH CONG,2026-01-06 16:10:00
GD000642,KH00462,256000.0,THANH CONG,2026-01-06 16:28:00
GD000643,KH01206,350000.0,CHO XU LY,2026-01-06 17:21:00
GD000644,KH02591,279000.0,CHO XU LY,2026-01-06 17:30:00
GD000645,KH01181,363000.0,THANH CONG,2026-01-06 17:40:00
GD000646,KH00717,294000.0,THANH CONG,2026-01-06 17:46:00
GD000647,KH00550,169000.0,THANH CONG,2026-01-06 18:24:00
GD000648,KH00122,355000.0,THANH CONG,2026-01-06 18:34:00
GD000649,KH02434,571000.0,THANH CONG,2026-01-06 18:48:00
GD000650,KH00306,518000.0,THANH CONG,2026-01-06 19:00:00
GD000651,KH01747,191000.0,THANH CONG,2026-01-06 19:02:00
GD000652,KH00376,81000.0,THANH CONG,2026-01-06 19:15:00
GD000653,KH00515,3077000.0,THANH CONG,2026-01-06 19:19:00
GD000654,KH00398,1445000.0,THANH CONG,2026-01-06 19:24:00
GD000655,KH02663,1440000.0,THANH CONG,2026-01-06 19:28:00
GD000656,KH01323,244000.0,THANH CONG,2026-01-06 19:31:00
GD000657,KH02143,342000.0,THANH CONG,2026-01-06 19:42:00
GD000658,KH02170,259000.0,THANH CONG,2026-01-06 19:42:00
GD000659,KH00316,265000.0,THANH CONG,2026-01-06 20:19:00
GD000660,KH01160,312000.0,THANH CONG,2026-01-06 21:02:00
GD000661,KH00398,408000.0,THANH CONG,2026-01-06 21:10:00
GD000662,KH02569,181000.0,CHO XU LY,2026-01-06 21:22:00
GD000663,KH02333,336000.0,THAT BAI,2026-01-06 22:20:00
GD000664,KH01447,411000.0,THANH CONG,2026-01-06 22:26:00
GD000665,KH02956,340000.0,THANH CONG,2026-01-06 22:34:00
GD000666,KH02545,134000.0,THANH CONG,2026-01-06 22:34:00
GD000667,KH02350,155000.0,THANH CONG,2026-01-06 23:08:00
GD000668,KH02717,120000.0,THAT BAI,2026-01-06 23:39:00
GD000669,KH00146,222000.0,THANH CONG,2026-01-06 23:58:00
GD000670,KH02782,863000.0,THANH CONG,2026-01-06 23:59:00
GD000671,KH02303,592000.0,THANH CONG,2026-01-07 00:02:00
GD000672,KH00973,2115000.0,THANH CONG,2026-01-07 00:14:00
GD000673,KH01461,999000.0,THANH CONG,2026-01-07 00:16:00
GD000674,KH02355,226000.0,THANH CONG,2026-01-07 00:45:00
GD000675,KH00062,601000.0,THANH CONG,2026-01-07 00:46:00
GD000676,KH00591,604000.0,THANH CONG,2026-01-07 01:01:00
GD000677,KH01580,685000.0,THANH CONG,2026-01-07 01:08:00
GD000678,KH01257,207000.0,THAT BAI,2026-01-07 01:08:00
GD000679,KH00065,1321000.0,THANH CONG,2026-01-07 01:21:00
GD000680,KH00432,406000.0,THAT BAI,2026-01-07 01:22:00
GD000681,KH02396,420000.0,THANH CONG,2026-01-07 01:57:00
GD000682,KH02583,338000.0,THAT BAI,2026-01-07 02:07:00
GD000683,KH01683,120000.0,THANH CONG,2026-01-07 02:08:00
GD000684,KH00199,542000.0,THANH CONG,2026-01-07 02:30:00
GD000685,KH02214,311000.0,THANH CONG,2026-01-07 02:37:00
GD000686,KH02868,615000.0,THANH CONG,2026-01-07 02:40:00
GD000687,KH00941,434000.0,THANH CONG,2026-01-07 02:47:00
GD000688,KH02529,1001000.0,THANH CONG,2026-01-07 03:07:00
GD000689,KH02294,237000.0,THANH CONG,2026-01-07 03:11:00
GD000690,KH00064,458000.0,THANH CONG,2026-01-07 03:30:00
GD000691,KH02103,1792000.0,THANH CONG,2026-01-07 03:55:00
GD000692,KH01970,1830000.0,THANH CONG,2026-01-07 04:07:00
GD000693,KH01783,179000.0,THAT BAI,2026-01-07 04:09:00
GD000694,KH02808,297000.0,THANH CONG,2026-01-07 04:15:00
GD000695,KH01232,133000.0,CHO XU LY,2026-01-07 04:44:00
GD000696,KH02393,496000.0,THAT BAI,2026-01-07 05:04:00
GD000697,KH02760,1124000.0,THANH CONG,2026-01-07 05:19:00
GD000698,KH01412,766000.0,THANH CONG,2026-01-07 05:39:00
GD000699,KH01371,2067000.0,THANH CONG,2026-01-07 05:45:00
GD000700,KH00724,211000.0,THAT BAI,2026-01-07 06:13:00
GD000701,KH02582,728000.0,THANH CONG,2026-01-07 06:15:00
GD000702,KH02422,909000.0,THANH CONG,2026-01-07 06:34:00
GD000703,KH02837,491000.0,THANH CONG,2026-01-07 06:49:00
GD000704,KH00623,381000.0,THANH CONG,2026-01-07 06:53:00
GD000705,KH02653,1609000.0,THAT BAI,2026-01-07 07:08:00
GD000706,KH02506,741000.0,THAT BAI,2026-01-07 07:10:00
GD000707,KH01131,1150000.0,THANH CONG,2026-01-07 07:17:00
GD000708,KH01962,601000.0,THANH CONG,2026-01-07 07:26:00
GD000709,KH02020,1506000.0,CHO XU LY,2026-01-07 07:36:00
GD000710,KH02173,563000.0,THANH CONG,2026-01-07 08:08:00
GD000711,KH02215,550000.0,THANH CONG,2026-01-07 08:13:00
GD000712,KH00516,405000.0,THANH CONG,2026-01-07 08:28:00
GD000713,KH02071,539000.0,THANH CONG,2026-01-07 08:28:00
GD000714,KH00117,236000.0,THANH CONG,2026-01-07 08:35:00
GD000715,KH01275,973000.0,THANH CONG,2026-01-07 08:36:00
GD000716,KH02369,1675000.0,THANH CONG,2026-01-07 08:46:00
GD000717,KH00288,293000.0,THAT BAI,2026-01-07 08:48:00
GD000718,KH01108,591000.0,THANH CONG,2026-01-07 08:49:00
GD000719,KH02653,336000.0,THAT BAI,2026-01-07 09:15:00
GD000720,KH01946,75000.0,THANH CONG,2026-01-07 09:20:00
GD000721,KH01323,463000.0,THANH CONG,2026-01-07 09:27:00
GD000722,KH00539,659000.0,THANH CONG,2026-01-07 10:05:00
GD000723,KH02135,626000.0,CHO XU LY,2026-01-07 10:05:00
GD000724,KH01459,614000.0,THAT BAI,2026-01-07 10:09:00
GD000725,KH02991,281000.0,THAT BAI,2026-01-07 10:26:00
GD000726,KH01490,5345000.0,THAT BAI,2026-01-07 10:36:00
GD000727,KH00197,381000.0,THANH CONG,2026-01-07 10:51:00
GD000728,KH02254,1544000.0,THANH CONG,2026-01-07 11:01:00
GD000729,KH01843,1318000.0,THANH CONG,2026-01-07 11:25:00
GD000730,KH02521,1343000.0,THANH CONG,2026-01-07 11:43:00
GD000731,KH01066,1543000.0,THANH CONG,2026-01-07 11:52:00
GD000732,KH01625,1376000.0,THANH CONG,2026-01-07 11:53:00
GD000733,KH01750,6522000.0,THANH CONG,2026-01-07 12:03:00
GD000734,KH00090,541000.0,THANH CONG,2026-01-07 12:05:00
GD000735,KH00754,348000.0,THANH CONG,2026-01-07 12:06:00
GD000736,KH00502,446000.0,THANH CONG,2026-01-07 12:12:00
GD000737,KH00141,814000.0,THANH CONG,2026-01-07 12:17:00
GD000738,KH02551,778000.0,THANH CONG,2026-01-07 12:18:00
GD000739,KH02547,1431000.0,THANH CONG,2026-01-07 12:21:00
GD000740,KH00499,447000.0,THANH CONG,2026-01-07 12:32:00
GD000741,KH00728,335000.0,THANH CONG,2026-01-07 12:40:00
GD000742,KH00660,431000.0,THANH CONG,2026-01-07 12:54:00
GD000743,KH01094,126000.0,THANH CONG,2026-01-07 13:14:00
GD000744,KH01391,143000.0,THANH CONG,2026-01-07 13:54:00
GD000745,KH01411,84000.0,CHO XU LY,2026-01-07 14:01:00
GD000746,KH01484,627000.0,THANH CONG,2026-01-07 14:06:00
GD000747,KH00415,169000.0,THANH CONG,2026-01-07 14:12:00
GD000748,KH02774,175000.0,THANH CONG,2026-01-07 14:12:00
GD000749,KH02450,381000.0,CHO XU LY,2026-01-07 14:19:00
GD000750,KH01610,648000.0,CHO XU LY,2026-01-07 14:42:00
GD000751,KH02521,158000.0,THAT BAI,2026-01-07 14:48:00
GD000752,KH01812,445000.0,THANH CONG,2026-01-07 14:57:00
GD000753,KH01194,110000.0,THANH CONG,2026-01-07 15:16:00
GD000754,KH02392,2133000.0,THANH CONG,2026-01-07 15:19:00
GD000755,KH02258,267000.0,THANH CONG,2026-01-07 15:22:00
GD000756,KH00205,335000.0,THANH CONG,2026-01-07 15:54:00
GD000757,KH00789,468000.0,THANH CONG,2026-01-07 16:12:00
GD000758,KH00062,2217000.0,CHO XU LY,2026-01-07 16:27:00
GD000759,KH02140,213000.0,THANH CONG,2026-01-07 16:30:00
GD000760,KH02011,1829000.0,THANH CONG,2026-01-07 17:21:00
GD000761,KH02061,59000.0,THAT BAI,2026-01-07 17:21:00
GD000762,KH02678,1877000.0,CHO XU LY,2026-01-07 17:24:00
GD000763,KH01241,370000.0,CHO XU LY,2026-01-07 17:30:00
GD000764,KH02903,787000.0,THANH CONG,2026-01-07 17:36:00
GD000765,KH02666,299000.0,CHO XU LY,2026-01-07 18:05:00
GD000766,KH02319,823000.0,CHO XU LY,2026-01-07 18:09:00
GD000767,KH01896,646000.0,CHO XU LY,2026-01-07 18:17:00
GD000768,KH02047,577000.0,THANH CONG,2026-01-07 18:30:00
GD000769,KH01315,596000.0,THANH CONG,2026-01-07 18:32:00
GD000770,KH02236,357000.0,THAT BAI,2026-01-07 18:36:00
GD000771,KH01238,165000.0,THANH CONG,2026-01-07 18:47:00
GD000772,KH00574,1289000.0,THAT BAI,2026-01-07 19:04:00
GD000773,KH02679,125000.0,THANH CONG,2026-01-07 19:15:00
GD000774,KH02348,1219000.0,THANH CONG,2026-01-07 19:58:00
GD000775,KH01801,296000.0,THANH CONG,2026-01-07 20:14:00
GD000776,KH00390,611000.0,THANH CONG,2026-01-07 20:33:00
GD000777,KH00595,360000.0,THANH CONG,2026-01-07 20:40:00
GD000778,KH02520,193000.0,THANH CONG,2026-01-07 20:49:00
GD000779,KH02751,301000.0,THANH CONG,2026-01-07 21:29:00
GD000780,KH01997,939000.0,THANH CONG,2026-01-07 21:36:00
GD000781,KH01158,73000.0,THANH CONG,2026-01-07 22:02:00
GD000782,KH02157,957000.0,THANH CONG,2026-01-07 22:49:00
GD000783,KH02274,1096000.0,THANH CONG,2026-01-07 22:54:00
GD000784,KH01792,159000.0,THANH CONG,2026-01-07 23:05:00
GD000785,KH01051,180000.0,THANH CONG,2026-01-07 23:49:00
GD000786,KH01183,202000.0,THANH CONG,2026-01-07 23:57:00
GD000787,KH00865,426000.0,THANH CONG,2026-01-07 23:59:00
GD000788,KH01208,327000.0,THANH CONG,2026-01-08 00:04:00
GD000789,KH01090,1197000.0,THANH CONG,2026-01-08 00:07:00
GD000790,KH02427,565000.0,THANH CONG,2026-01-08 00:20:00
GD000791,KH02305,151000.0,THANH CONG,2026-01-08 00:37:00
