so_bao_danh,ma_tinh,diem_toan,diem_van,diem_anh
22003103,22,6.0,8.5,5.5
05003104,05,6.0,7.0,7.5
32003105,32,8.25,8.75,2.25
04003106,04,8.75,6.5,3.5
12003107,12,7.5,7.5,8.5
39003108,39,5.75,6.75,4.75
57003109,57,5.75,8.25,7.75
51003110,51,6.0,4.5,4.75
51003111,51,7.75,6.5,7.25
47003112,47,4.0,7.75,7.0
06003113,06,5.5,7.25,6.25
54003114,54,4.0,7.0,7.5
03003115,03,6.75,5.75,8.25
12003116,12,6.75,5.75,5.75
49003117,49,3.75,6.0,5.5
33003118,33,6.75,5.5,10.0
36003119,36,3.75,6.25,2.75
14003120,14,6.0,6.75,3.0
46003121,46,8.0,7.5,7.5
15003122,15,3.25,7.25,8.0
27003123,27,8.75,5.5,6.25
16003124,16,6.25,8.0,5.75
27003125,27,7.25,7.25,6.75
47003126,47,7.25,6.75,6.25
45003127,45,5.0,8.0,4.0
21003128,21,5.75,6.75,2.5
11003129,11,6.75,7.5,5.5
13003130,13,6.0,7.25,3.0
38003131,38,8.0,5.75,5.5
18003132,18,5.25,8.0,5.75
30003133,30,8.0,4.0,9.5
34003134,34,8.5,6.5,4.5
27003135,27,10.0,6.25,4.0
31003136,31,4.0,6.75,6.25
16003137,16,2.5,5.5,8.5
08003138,08,10.0,7.5,5.25
30003139,30,7.0,6.0,6.0
22003140,22,5.75,5.0,5.25
32003141,32,9.25,6.75,3.5
37003142,37,4.5,4.5,7.25
52003143,52,7.0,7.25,4.5
25003144,25,5.5,8.0,6.25
55003145,55,9.5,6.25,6.5
48003146,48,6.25,6.5,5.5
02003147,02,3.75,7.25,2.25
39003148,39,6.75,5.5,9.0
31003149,31,5.25,8.5,3.75
57003150,57,4.25,7.0,6.5
08003151,08,7.5,4.75,4.5
46003152,46,7.25,7.75,7.5
32003153,32,5.0,6.5,5.75
57003154,57,6.0,5.5,5.0
16003155,16,8.25,7.25,7.5
04003156,04,5.75,7.25,6.25
27003157,27,5.0,7.5,7.25
35003158,35,6.5,7.0,2.5
63003159,63,4.75,8.5,5.75
57003160,57,7.0,7.0,7.5
21003161,21,5.25,7.25,2.25
37003162,37,5.25,5.5,5.75
40003163,40,7.25,6.5,9.75
03003164,03,5.5,5.5,6.5
05003165,05,7.25,6.75,5.5
63003166,63,8.25,7.75,4.75
42003167,42,8.0,7.0,3.5
10003168,10,7.25,7.5,5.0
56003169,56,8.25,7.0,8.5
43003170,43,5.75,5.75,4.5
17003171,17,4.0,8.0,4.75
49003172,49,6.0,7.5,3.5
13003173,13,5.75,6.0,3.0
24003174,24,5.75,5.0,3.5
50003175,50,7.25,6.75,6.75
51003176,51,7.5,6.5,8.5
63003177,63,6.5,4.75,9.25
30003178,30,5.0,5.75,5.5
19003179,19,5.75,7.75,6.0
49003180,49,8.25,5.5,4.25
19003181,19,8.25,10.0,4.0
13003182,13,4.5,5.0,7.0
59003183,59,5.25,8.75,9.0
62003184,62,8.0,5.25,6.5
41003185,41,6.75,7.75,6.25
60003186,60,5.5,5.75,4.25
47003187,47,5.5,8.25,3.5
60003188,60,7.0,6.25,3.25
10003189,10,8.5,7.0,4.75
52003190,52,5.0,4.75,6.25
55003191,55,9.0,5.25,4.75
33003192,33,6.75,8.25,6.5
49003193,49,3.5,5.5,4.5
15003194,15,6.0,7.75,4.0
28003195,28,9.25,5.5,6.75
20003196,20,7.75,7.25,2.75
12003197,12,6.75,8.75,6.0
28003198,28,5.75,6.75,5.25
11003199,11,7.75,6.75,7.0
54003200,54,5.25,5.5,6.25
33003201,33,6.5,7.75,3.5
43003202,43,6.5,6.75,6.25
18003203,18,5.5,7.0,6.75
18003204,18,5.25,6.5,5.25
11003205,11,5.5,5.75,7.5
45003206,45,5.75,6.5,6.5
06003207,06,8.25,7.75,2.75
29003208,29,5.5,5.5,5.25
45003209,45,3.75,7.0,1.5
06003210,06,9.5,6.25,4.0
59003211,59,7.25,8.75,7.25
50003212,50,4.75,7.5,3.75
12003213,12,8.25,6.75,5.25
58003214,58,7.0,8.25,4.75
03003215,03,5.5,8.0,5.75
43003216,43,7.25,6.75,3.75
45003217,45,6.5,8.0,7.5
25003218,25,3.25,9.75,3.25
17003219,17,5.0,7.25,5.25
15003220,15,5.25,7.0,3.25
05003221,05,6.75,4.75,5.25
39003222,39,4.75,6.25,6.25
21003223,21,5.75,6.5,4.25
08003224,08,7.5,7.75,7.0
19003225,19,7.0,7.25,6.5
32003226,32,4.5,7.5,5.0
52003227,52,4.0,7.25,5.5
63003228,63,6.75,6.25,4.75
54003229,54,6.5,6.5,9.25
16003230,16,7.0,7.25,5.5
27003231,27,4.75,6.0,4.25
29003232,29,4.5,6.5,5.25
13003233,13,5.75,7.25,3.75
13003234,13,3.25,7.25,4.25
57003235,57,7.5,4.5,4.25
50003236,50,7.0,7.0,5.0
21003237,21,4.0,8.0,5.25
03003238,03,4.5,9.5,7.75
57003239,57,6.75,6.25,7.5
30003240,30,5.75,7.25,8.5
25003241,25,9.5,8.5,6.0
29003242,29,5.75,7.25,5.75
01003243,01,6.25,7.0,4.75
55003244,55,5.75,5.5,6.5
26003245,26,8.25,5.25,7.5
16003246,16,8.0,5.5,6.5
05003247,05,4.75,8.5,4.5
19003248,19,8.0,7.25,2.0
24003249,24,6.75,5.25,6.25
50003250,50,9.0,6.5,5.0
02003251,02,7.5,9.0,3.5
17003252,17,4.5,7.75,1.5
28003253,28,8.25,5.5,7.25
21003254,21,8.25,5.0,1.25
48003255,48,9.75,7.5,3.75
44003256,44,9.0,8.5,4.75
50003257,50,5.0,9.0,5.75
29003258,29,7.25,8.5,3.75
39003259,39,5.0,4.5,5.75
45003260,45,6.0,8.75,3.75
10003261,10,8.0,5.25,3.0
54003262,54,8.25,7.0,5.0
16003263,16,6.0,7.0,7.25
62003264,62,6.5,7.75,4.75
40003265,40,6.5,5.75,7.25
19003266,19,4.75,8.25,4.75
32003267,32,7.5,9.75,8.75
43003268,43,1.75,7.0,8.0
59003269,59,5.75,6.5,2.5
16003270,16,6.5,7.25,2.0
33003271,33,5.75,5.0,7.5
54003272,54,6.5,4.25,7.0
08003273,08,5.75,7.0,6.75
30003274,30,4.25,6.5,4.5
52003275,52,5.75,5.5,5.0
21003276,21,6.5,6.25,7.75
14003277,14,5.0,8.0,7.25
04003278,04,6.5,6.5,7.5
34003279,34,8.25,6.25,2.75
25003280,25,7.75,8.5,5.0
15003281,15,6.25,8.5,5.0
55003282,55,7.25,5.25,5.5
13003283,13,7.5,7.75,6.5
02003284,02,9.75,6.0,7.75
38003285,38,5.25,7.75,4.75
05003286,05,6.0,7.25,3.75
51003287,51,6.75,9.0,5.0
27003288,27,8.5,5.25,6.25
55003289,55,5.25,5.0,4.0
04003290,04,5.25,9.0,4.0
37003291,37,7.75,6.25,2.75
18003292,18,4.5,5.25,8.5
53003293,53,5.75,6.75,6.25
43003294,43,7.5,5.75,3.75
25003295,25,7.25,8.25,6.25
41003296,41,6.25,6.5,5.5
01003297,01,7.0,8.0,5.0
47003298,47,9.5,7.0,7.75
49003299,49,7.25,6.0,6.0
40003300,40,9.25,6.25,8.25
34003301,34,8.25,5.75,7.25
61003302,61,5.0,6.25,6.75
55003303,55,8.25,6.25,6.75
59003304,59,6.25,6.75,5.0
58003305,58,4.75,4.25,7.75
57003306,57,5.0,6.0,6.25
06003307,06,5.25,7.0,5.5
05003308,05,5.25,8.5,6.75
37003309,37,8.5,4.75,5.75
53003310,53,7.5,7.25,8.5
38003311,38,9.0,8.25,6.75
63003312,63,6.75,6.75,4.25
48003313,48,8.75,9.5,5.75
59003314,59,5.0,8.0,3.75
32003315,32,5.5,7.0,4.25
55003316,55,7.5,7.5,5.75
17003317,17,6.25,6.5,5.5
36003318,36,6.5,6.75,3.0
20003319,20,5.5,5.75,5.25
52003320,52,6.5,4.25,4.75
63003321,63,6.0,6.0,5.75
33003322,33,7.75,7.75,9.75
16003323,16,7.0,7.0,5.0
40003324,40,4.25,6.5,5.5
19003325,19,6.5,7.75,3.0
33003326,33,6.25,7.5,3.25
21003327,21,5.25,7.25,4.75
26003328,26,6.0,7.75,3.75
62003329,62,3.75,8.0,9.5
28003330,28,6.5,6.0,7.5
20003331,20,6.5,8.25,6.5
17003332,17,5.25,4.75,5.75
51003333,51,7.25,7.5,8.25
40003334,40,9.0,7.5,4.75
62003335,62,8.25,8.25,2.25
51003336,51,8.25,5.75,7.25
39003337,39,7.25,6.0,3.75
39003338,39,8.25,6.25,6.25
20003339,20,7.25,6.5,4.25
52003340,52,7.75,7.0,4.0
12003341,12,7.0,7.25,6.5
12003342,12,7.5,6.25,10.0
08003343,08,6.75,4.5,9.75
01003344,01,6.0,7.25,7.25
09003345,09,7.0,7.75,7.0
05003346,05,6.0,8.25,8.5
41003347,41,7.75,6.75,3.25
16003348,16,6.25,5.25,2.75
62003349,62,4.5,5.5,5.0
14003350,14,8.0,9.75,5.5
17003351,17,7.5,7.5,5.5
28003352,28,9.25,7.0,5.25
27003353,27,6.0,6.75,2.75
30003354,30,7.75,6.25,5.25
32003355,32,8.5,8.0,8.0
40003356,40,4.75,7.0,6.25
33003357,33,7.25,6.75,8.75
21003358,21,4.0,6.75,9.25
33003359,33,6.5,5.75,6.5
46003360,46,5.25,7.0,5.25
39003361,39,6.75,8.5,0.5
49003362,49,6.25,5.5,5.75
58003363,58,6.75,7.75,7.5
36003364,36,5.75,6.75,7.25
54003365,54,8.0,7.75,6.75
13003366,13,8.75,4.5,3.75
54003367,54,4.75,9.75,2.25
07003368,07,7.0,7.5,7.0
58003369,58,6.0,6.5,7.0
18003370,18,5.75,4.75,7.25
39003371,39,6.25,8.75,3.5
15003372,15,5.5,7.0,7.75
38003373,38,6.75,6.5,3.5
02003374,02,6.75,6.75,3.0
44003375,44,4.75,7.75,3.5
56003376,56,8.25,7.5,6.75
61003377,61,7.0,6.75,3.75
21003378,21,8.25,5.75,3.75
20003379,20,6.75,8.5,4.0
18003380,18,6.25,6.5,6.5
54003381,54,6.25,5.75,8.25
02003382,02,7.75,6.0,5.25
09003383,09,10.0,5.0,8.0
31003384,31,5.25,4.5,7.5
19003385,19,7.75,6.0,7.0
23003386,23,3.5,6.25,2.0
13003387,13,7.25,5.5,4.75
49003388,49,4.5,6.0,1.75
25003389,25,7.0,6.75,7.0
21003390,21,7.25,4.5,3.5
52003391,52,10.0,7.75,3.0
20003392,20,4.25,7.0,9.0
23003393,23,6.0,7.0,6.0
02003394,02,8.75,9.5,3.75
17003395,17,3.25,6.75,4.75
35003396,35,6.5,5.75,5.25
29003397,29,6.5,6.0,1.5
20003398,20,7.0,7.25,5.0
41003399,41,6.75,5.75,6.0
35003400,35,8.0,6.75,3.25
51003401,51,9.0,6.0,4.75
07003402,07,9.75,5.5,6.75
57003403,57,7.0,6.25,5.0
57003404,57,7.0,7.0,6.0
10003405,10,8.0,6.5,2.75
22003406,22,7.75,6.75,4.5
19003407,19,7.25,6.25,4.0
55003408,55,6.0,7.5,4.0
49003409,49,9.5,4.0,5.25
14003410,14,5.5,7.0,5.75
43003411,43,5.0,8.25,8.0
40003412,40,4.5,5.75,3.0
58003413,58,3.0,6.25,6.5
13003414,13,6.0,5.75,3.25
59003415,59,5.75,7.25,5.0
46003416,46,7.0,7.0,4.75
48003417,48,7.0,8.25,10.0
10003418,10,8.25,6.0,7.25
39003419,39,5.0,6.75,7.5
14003420,14,5.5,7.0,5.5
05003421,05,5.5,8.75,5.25
44003422,44,7.25,7.0,2.25
02003423,02,4.25,8.0,9.25
23003424,23,7.0,7.0,4.25
51003425,51,6.75,7.75,6.5
04003426,04,6.75,4.75,3.75
46003427,46,7.5,6.75,6.75
42003428,42,7.5,7.5,4.25
28003429,28,6.25,6.0,4.75
58003430,58,7.75,6.0,10.0
33003431,33,5.75,7.25,5.25
58003432,58,8.0,6.75,5.5
10003433,10,7.5,4.75,6.75
36003434,36,6.0,7.0,6.75
42003435,42,5.5,5.75,7.25
25003436,25,4.75,8.75,8.0
39003437,39,9.75,7.75,6.0
27003438,27,7.5,5.75,7.25
08003439,08,6.0,8.5,4.0
41003440,41,5.25,5.0,7.5
43003441,43,7.25,5.75,6.75
05003442,05,6.25,8.5,5.5
59003443,59,8.0,8.5,6.75
15003444,15,8.25,9.0,6.25
23003445,23,7.25,6.0,7.0
16003446,16,4.25,6.5,6.5
13003447,13,6.25,8.25,6.5
40003448,40,7.5,8.5,4.25
45003449,45,6.5,7.5,7.75
55003450,55,5.5,5.25,6.0
14003451,14,5.5,4.5,5.75
58003452,58,6.5,7.25,6.25
21003453,21,7.0,7.0,6.5
06003454,06,6.75,7.25,9.0
11003455,11,6.0,8.75,5.25
09003456,09,6.75,4.0,7.25
36003457,36,8.0,6.0,0.5
61003458,61,5.25,6.25,8.25
23003459,23,6.0,6.0,4.0
25003460,25,5.25,6.25,4.5
21003461,21,6.0,5.5,5.0
36003462,36,7.5,6.25,6.25
09003463,09,5.75,10.0,6.25
43003464,43,5.5,5.5,9.0
33003465,33,5.0,7.75,4.5
06003466,06,7.5,7.0,3.75
06003467,06,6.0,6.0,4.0
56003468,56,6.25,6.75,6.25
21003469,21,3.0,7.25,7.0
62003470,62,7.25,8.0,8.0
12003471,12,4.0,6.5,6.25
44003472,44,6.25,8.25,6.75
43003473,43,4.75,6.5,4.0
52003474,52,3.5,4.75,8.75
56003475,56,5.75,8.25,7.25
22003476,22,7.5,6.75,5.0
08003477,08,4.5,6.75,3.0
43003478,43,4.25,6.0,5.5
13003479,13,6.0,5.0,5.75
17003480,17,8.5,7.0,6.25
14003481,14,6.75,4.5,4.5
21003482,21,6.75,7.25,7.0
01003483,01,7.5,4.5,4.0
61003484,61,8.25,6.75,5.5
37003485,37,8.5,8.5,6.75
57003486,57,9.75,8.75,7.25
19003487,19,9.5,7.25,9.0
24003488,24,6.75,7.5,6.75
10003489,10,6.0,7.5,5.75
11003490,11,6.0,7.75,4.0
36003491,36,6.25,6.0,6.25
18003492,18,5.75,7.25,8.0
38003493,38,3.5,5.25,6.5
61003494,61,6.75,6.25,5.0
56003495,56,6.75,7.75,7.75
28003496,28,8.75,6.75,4.5
52003497,52,9.25,7.25,4.25
54003498,54,6.0,4.75,7.75
53003499,53,3.25,8.25,5.0
19003500,19,5.25,3.75,6.5
36003501,36,6.0,7.5,6.5
48003502,48,7.75,6.25,3.75
40003503,40,7.25,4.5,5.0
20003504,20,4.75,7.75,5.5
32003505,32,5.25,4.75,6.5
10003506,10,5.25,7.25,7.5
57003507,57,6.25,7.5,6.75
60003508,60,7.5,7.75,7.5
49003509,49,4.75,6.25,3.0
45003510,45,5.25,7.25,5.75
38003511,38,6.75,9.0,5.25
48003512,48,4.75,6.5,9.5
11003513,11,7.25,6.5,4.0
07003514,07,10.0,8.25,4.75
43003515,43,7.75,5.5,3.75
37003516,37,7.25,8.0,5.25
59003517,59,7.25,8.75,5.25
37003518,37,7.5,7.25,5.0
31003519,31,8.0,7.5,1.75
35003520,35,7.0,5.25,8.25
29003521,29,5.75,9.25,6.0
05003522,05,7.75,6.5,5.5
60003523,60,7.5,7.5,7.25
11003524,11,7.5,6.25,2.75
17003525,17,10.0,6.0,6.0
04003526,04,8.0,7.5,3.0
19003527,19,4.75,6.25,4.5
22003528,22,4.25,8.75,8.75
56003529,56,7.75,7.5,6.75
41003530,41,7.75,7.25,7.5
53003531,53,6.75,6.75,5.75
16003532,16,7.75,6.75,5.0
17003533,17,5.75,6.0,5.0
07003534,07,7.5,6.25,6.25
44003535,44,9.25,6.5,7.5
22003536,22,8.5,8.0,7.0
52003537,52,6.75,4.75,3.5
19003538,19,6.25,6.5,7.75
31003539,31,7.0,6.25,6.25
14003540,14,8.0,6.75,4.75
24003541,24,4.75,7.25,4.0
02003542,02,8.0,5.75,6.75
30003543,30,4.5,6.25,3.0
11003544,11,4.25,6.25,5.25
18003545,18,6.25,5.5,4.75
32003546,32,8.75,5.5,5.0
43003547,43,7.25,6.75,5.25
41003548,41,9.25,5.0,2.5
15003549,15,7.75,6.75,6.25
04003550,04,7.75,3.75,5.5
25003551,25,5.25,8.5,6.5
53003552,53,5.5,4.25,4.75
10003553,10,4.75,6.0,4.25
32003554,32,5.25,8.0,7.5
33003555,33,5.5,8.0,5.75
26003556,26,9.0,7.5,5.0
03003557,03,8.0,6.5,5.5
01003558,01,6.0,7.0,1.5
50003559,50,5.75,7.0,1.5
03003560,03,5.0,9.0,5.5
17003561,17,7.0,6.5,5.25
28003562,28,6.25,6.75,8.0
61003563,61,7.25,7.25,6.25
54003564,54,7.0,7.75,3.75
56003565,56,6.5,5.5,2.75
53003566,53,8.25,7.0,5.0
40003567,40,7.25,7.25,6.0
29003568,29,7.0,7.0,5.5
46003569,46,7.75,5.75,6.25
22003570,22,9.0,4.5,5.25
19003571,19,5.75,8.0,3.0
05003572,05,6.75,6.75,8.5
13003573,13,4.5,8.25,3.5
04003574,04,4.75,5.25,5.0
24003575,24,6.0,6.25,7.0
37003576,37,5.75,6.25,5.25
31003577,31,9.75,5.75,4.0
32003578,32,7.5,6.5,8.0
51003579,51,4.75,6.25,5.0
12003580,12,4.5,8.75,7.5
06003581,06,6.5,8.0,3.75
26003582,26,6.5,7.0,6.5
36003583,36,3.75,7.75,5.75
30003584,30,7.5,7.5,8.0
56003585,56,6.0,8.0,5.0
10003586,10,5.5,5.5,5.0
51003587,51,5.5,6.5,5.5
24003588,24,7.0,8.5,3.75
08003589,08,6.75,7.0,6.25
22003590,22,9.0,8.25,1.75
38003591,38,5.75,4.0,5.75
61003592,61,9.75,6.75,6.75
13003593,13,6.75,6.5,4.0
06003594,06,7.5,7.25,8.75
04003595,04,7.5,8.5,6.0
03003596,03,6.0,5.25,4.5
05003597,05,5.75,6.0,7.25
41003598,41,8.0,7.5,8.5
61003599,61,7.0,8.25,6.25
28003600,28,8.75,7.0,5.75
52003601,52,3.75,6.5,6.25
06003602,06,5.5,8.25,1.5
63003603,63,5.25,8.25,8.0
12003604,12,6.75,6.75,7.75
21003605,21,6.5,5.25,4.25
29003606,29,6.25,6.75,4.5
08003607,08,4.25,5.5,5.5
46003608,46,6.25,7.25,2.5
21003609,21,4.5,6.25,5.25
30003610,30,5.5,8.0,6.5
09003611,09,7.25,6.5,5.0
43003612,43,8.0,5.5,9.75
44003613,44,3.0,7.0,0.75
07003614,07,6.5,7.5,8.25
24003615,24,7.25,5.75,5.0
20003616,20,5.75,6.25,8.75
62003617,62,6.25,6.25,6.75
57003618,57,8.5,7.5,6.75
04003619,04,6.5,7.75,7.0
51003620,51,9.25,6.75,5.25
35003621,35,8.5,8.25,5.25
16003622,16,4.75,5.75,7.25
49003623,49,7.0,8.5,5.75
25003624,25,2.5,7.0,6.0
40003625,40,8.75,7.75,7.25
43003626,43,5.25,8.25,4.0
45003627,45,3.5,5.5,2.75
59003628,59,8.0,5.5,1.75
19003629,19,9.25,8.75,8.25
45003630,45,5.0,7.75,5.5
43003631,43,6.0,5.5,7.75
13003632,13,9.5,6.0,2.5
39003633,39,6.75,5.5,5.5
33003634,33,5.5,7.0,6.0
53003635,53,8.75,4.5,7.25
03003636,03,7.0,6.25,6.0
41003637,41,8.25,5.0,7.0
03003638,03,6.0,7.75,5.5
15003639,15,7.25,6.5,3.5
45003640,45,10.0,8.0,5.75
30003641,30,6.0,6.25,7.0
57003642,57,6.75,8.5,7.5
58003643,58,7.75,7.0,7.75
59003644,59,4.75,7.5,7.75
02003645,02,6.0,6.5,6.25
06003646,06,8.25,6.25,4.5
02003647,02,5.75,8.0,3.75
54003648,54,6.5,9.75,3.75
44003649,44,6.25,5.0,6.0
31003650,31,5.25,7.25,5.25
42003651,42,6.0,8.5,7.5
21003652,21,7.75,7.0,6.75
49003653,49,6.75,6.75,8.75
62003654,62,8.0,7.25,5.5
04003655,04,7.75,7.5,9.25
58003656,58,7.0,7.0,4.75
37003657,37,7.0,6.25,7.0
07003658,07,5.75,6.5,4.0
11003659,11,7.75,6.75,1.25
56003660,56,5.0,7.5,4.75
04003661,04,7.0,6.0,3.25
57003662,57,7.0,8.0,9.25
33003663,33,6.5,6.75,6.25
29003664,29,6.5,6.25,5.0
11003665,11,8.0,6.25,9.0
23003666,23,7.0,9.0,5.0
51003667,51,7.25,6.0,7.5
01003668,01,6.5,8.25,6.5
38003669,38,4.75,8.25,4.75
37003670,37,4.75,6.25,5.5
46003671,46,7.75,5.0,4.75
31003672,31,5.25,4.75,2.0
29003673,29,8.5,7.25,2.25
35003674,35,4.75,5.0,3.75
31003675,31,6.75,8.5,4.0
10003676,10,8.25,7.5,4.5
52003677,52,3.0,6.25,6.0
11003678,11,6.25,8.5,8.25
03003679,03,9.5,6.75,8.5
58003680,58,5.75,7.75,4.0
03003681,03,7.0,8.5,7.0
63003682,63,7.0,9.25,6.75
47003683,47,5.75,3.75,6.5
26003684,26,5.25,9.0,3.5
49003685,49,4.75,6.0,4.0
08003686,08,3.5,9.0,8.0
15003687,15,5.5,6.75,6.5
50003688,50,4.75,9.0,5.5
48003689,48,4.75,6.0,8.25
34003690,34,7.25,5.5,4.75
54003691,54,6.75,6.75,4.5
59003692,59,8.75,7.25,6.75
06003693,06,4.75,7.25,3.0
61003694,61,6.25,7.75,5.75
02003695,02,6.25,6.5,5.25
10003696,10,3.5,5.25,3.5
18003697,18,7.5,7.5,2.5
11003698,11,4.75,6.75,5.75
61003699,61,6.75,5.5,5.75
35003700,35,8.75,5.5,6.25
12003701,12,5.0,6.25,5.5
16003702,16,8.75,5.75,7.5
54003703,54,7.0,8.25,2.75
46003704,46,6.75,8.0,4.0
20003705,20,9.0,8.0,7.25
25003706,25,8.25,5.5,5.25
03003707,03,5.0,7.5,4.5
62003708,62,5.5,5.75,8.0
12003709,12,7.25,7.0,4.75
59003710,59,4.5,6.0,3.5
44003711,44,7.75,9.25,5.0
03003712,03,5.25,8.25,4.5
42003713,42,6.75,4.75,9.0
03003714,03,3.5,9.25,1.5
10003715,10,4.5,5.0,9.0
18003716,18,5.25,7.5,6.75
27003717,27,7.0,9.25,10.0
10003718,10,10.0,8.0,5.0
54003719,54,4.75,8.0,4.25
29003720,29,6.75,9.75,7.25
38003721,38,7.75,7.0,4.0
48003722,48,6.5,7.25,5.0
06003723,06,7.0,5.75,4.25
44003724,44,8.5,6.0,6.75
36003725,36,5.25,6.0,4.25
36003726,36,8.5,6.0,2.75
47003727,47,7.75,7.25,9.25
62003728,62,7.75,7.5,2.5
30003729,30,5.5,7.5,6.25
44003730,44,5.75,5.75,6.0
55003731,55,4.25,6.75,3.75
48003732,48,6.0,5.0,5.0
14003733,14,5.5,8.75,5.5
41003734,41,6.25,6.0,4.0
53003735,53,6.5,8.0,4.5
03003736,03,6.0,4.75,3.5
28003737,28,7.25,8.0,2.5
17003738,17,10.0,5.5,3.75
41003739,41,6.75,5.5,9.25
06003740,06,6.0,7.25,3.5
23003741,23,5.25,7.0,8.75
34003742,34,7.5,5.5,7.25
33003743,33,6.0,5.75,3.25
27003744,27,8.25,8.0,5.5
55003745,55,5.5,6.5,7.25
43003746,43,4.5,5.5,5.75
16003747,16,8.5,8.75,2.75
15003748,15,8.5,8.25,6.5
14003749,14,5.5,8.75,3.75
14003750,14,4.25,8.0,4.25
01003751,01,4.5,5.75,6.25
39003752,39,8.0,7.0,4.5
19003753,19,6.0,6.0,8.0
35003754,35,6.75,5.0,8.0
55003755,55,6.25,9.0,5.0
37003756,37,7.5,5.25,9.75
28003757,28,7.0,6.5,6.0
60003758,60,6.75,6.5,5.5
08003759,08,5.0,6.0,5.5
56003760,56,8.5,7.75,9.25
11003761,11,3.75,6.75,4.0
50003762,50,5.25,7.75,7.0
18003763,18,7.75,7.5,9.75
38003764,38,6.75,8.0,5.75
37003765,37,6.5,7.0,7.75
55003766,55,8.0,7.5,5.75
40003767,40,7.25,5.5,4.25
32003768,32,5.0,6.5,6.5
32003769,32,7.25,6.75,5.75
56003770,56,4.75,6.75,5.0
53003771,53,3.5,6.25,4.25
60003772,60,7.75,5.75,4.75
50003773,50,4.5,6.25,3.25
57003774,57,6.5,5.75,7.0
50003775,50,7.75,6.5,3.25
25003776,25,6.0,6.5,6.5
34003777,34,6.0,5.75,4.25
35003778,35,7.25,8.0,5.0
22003779,22,5.0,6.0,6.75
21003780,21,5.5,6.5,7.5
04003781,04,3.75,7.0,10.0
28003782,28,7.5,8.75,6.75
07003783,07,5.0,7.0,2.75
28003784,28,4.25,7.0,1.5
35003785,35,5.25,7.5,2.75
50003786,50,5.75,6.75,7.75
03003787,03,5.75,5.75,7.25
03003788,03,5.25,8.5,9.25
39003789,39,9.75,6.25,6.75
07003790,07,7.75,7.0,7.25
35003791,35,9.0,6.5,6.75
23003792,23,8.75,6.75,4.25
62003793,62,4.75,4.25,6.75
29003794,29,6.75,5.5,3.5
13003795,13,5.5,6.75,5.25
58003796,58,7.5,5.75,6.0
31003797,31,6.25,5.25,6.0
30003798,30,2.25,6.25,5.25
54003799,54,5.75,6.25,4.75
25003800,25,4.5,7.75,3.75
61003801,61,7.5,7.5,7.0
20003802,20,3.5,9.0,7.25
40003803,40,7.5,6.25,8.25
42003804,42,4.75,6.5,5.75
37003805,37,5.5,5.25,4.0
19003806,19,0.0,6.0,7.75
53003807,53,5.25,6.75,2.75
35003808,35,7.5,7.5,7.75
48003809,48,6.0,6.5,5.0
27003810,27,8.0,8.5,6.75
48003811,48,8.75,7.25,2.25
19003812,19,7.0,5.25,6.25
46003813,46,5.25,7.0,1.75
26003814,26,5.75,7.5,6.75
60003815,60,5.5,7.0,7.5
27003816,27,5.75,6.25,4.0
29003817,29,5.5,6.25,4.5
24003818,24,7.0,8.25,3.5
27003819,27,7.5,8.25,3.5
58003820,58,7.0,6.5,4.0
29003821,29,8.5,7.0,4.5
44003822,44,7.25,7.25,7.25
08003823,08,7.75,6.75,3.0
35003824,35,8.0,4.75,5.0
34003825,34,5.0,6.25,10.0
43003826,43,6.0,5.25,7.5
22003827,22,10.0,7.0,4.25
25003828,25,6.75,7.5,4.75
20003829,20,8.25,5.0,5.5
29003830,29,5.0,7.0,9.0
41003831,41,8.0,6.5,4.5
41003832,41,4.0,8.0,7.75
53003833,53,6.75,7.25,6.25
51003834,51,8.5,7.25,7.0
07003835,07,5.0,8.25,4.25
46003836,46,4.0,6.0,6.0
28003837,28,6.25,6.5,5.25
52003838,52,5.5,6.75,4.5
11003839,11,7.25,6.25,7.75
01003840,01,5.0,7.25,4.75
03003841,03,6.0,7.5,6.5
49003842,49,3.5,6.0,5.0
31003843,31,7.25,6.25,3.25
48003844,48,4.25,8.5,8.5
34003845,34,5.5,4.5,6.0
44003846,44,7.0,5.0,5.0
57003847,57,5.75,8.25,1.75
05003848,05,6.25,7.5,5.75
21003849,21,4.25,7.5,4.75
25003850,25,7.25,6.0,7.75
29003851,29,6.5,6.75,3.5
22003852,22,5.75,8.5,2.5
37003853,37,6.75,7.0,3.5
23003854,23,4.75,7.75,8.0
25003855,25,7.0,7.5,10.0
19003856,19,5.25,8.25,8.75
22003857,22,4.25,6.75,5.0
08003858,08,6.75,8.25,7.25
04003859,04,7.0,10.0,8.5
08003860,08,8.0,8.75,3.25
19003861,19,7.25,7.5,3.5
53003862,53,6.25,8.5,6.5
12003863,12,7.0,6.0,5.0
09003864,09,7.25,8.75,5.0
39003865,39,8.5,7.25,6.5
19003866,19,4.75,4.75,6.75
02003867,02,7.0,6.75,5.75
06003868,06,5.25,6.75,4.25
11003869,11,5.25,8.25,9.0
49003870,49,7.75,5.25,6.5
59003871,59,2.5,7.5,7.25
02003872,02,4.5,7.25,5.5
04003873,04,4.5,7.5,6.25
01003874,01,2.25,5.0,7.5
32003875,32,8.0,7.0,3.25
48003876,48,6.75,5.5,3.75
39003877,39,5.5,5.0,5.25
49003878,49,4.25,7.25,4.75
