ma_kh,tuoi,thu_nhap,chi_tieu,nghe_nghiep,thanh_pho,so_don_hang,diem_chi_tieu
KH00387,43.0,16.5,11.1,kinh_doanh,Can Tho,3,65.0
KH00388,54.0,35.0,26.4,bac_si,TP HCM,5,82.0
KH00389,63.0,13.9,9.8,kinh_doanh,Ha Noi,3,67.0
KH00390,33.0,11.5,7.0,nhan_vien,Can Tho,1,70.0
KH00391,18.0,24.3,20.0,kinh_doanh,TP HCM,2,90.0
KH00392,40.0,7.8,6.5,giao_vien,Ha Noi,1,89.0
KH00393,41.0,17.1,8.7,nhan_vien,Ha Noi,1,44.0
KH00394,21.0,10.1,7.2,nhan_vien,TP HCM,1,79.0
KH00395,36.0,29.7,15.9,ky_su,TP HCM,2,44.0
KH00396,59.0,64.6,35.5,bac_si,Da Nang,8,59.0
KH00397,18.0,33.1,26.4,kinh_doanh,Hai Phong,5,95.0
KH00398,40.0,8.4,6.3,nhan_vien,TP HCM,2,73.0
KH00399,20.0,25.4,13.6,giao_vien,Ha Noi,3,60.0
KH00400,37.0,53.6,45.2,ky_su,TP HCM,5,96.0
KH00401,37.0,12.7,10.4,giao_vien,TP HCM,4,82.0
KH00402,36.0,4.7,1.6,giao_vien,Hai Phong,0,40.0
KH00403,65.0,5.4,2.9,nhan_vien,Ha Noi,2,52.0
KH00404,27.0,41.3,27.4,ky_su,TP HCM,4,61.0
KH00405,38.0,15.4,9.2,nhan_vien,Ha Noi,1,66.0
KH00406,40.0,5.5,1.1,sinh_vien,Ha Noi,0,20.0
KH00407,37.0,54.5,27.3,bac_si,Da Nang,7,56.0
KH00408,39.0,11.6,9.5,ky_su,Ha Noi,1,74.0
KH00409,29.0,12.8,5.4,nhan_vien,TP HCM,0,42.0
KH00410,29.0,30.1,16.0,kinh_doanh,Ha Noi,2,53.0
KH00411,26.0,31.4,18.1,ky_su,Can Tho,4,57.0
KH00412,50.0,59.5,50.1,ky_su,Ha Noi,12,73.0
KH00413,33.0,17.8,8.6,giao_vien,Ha Noi,0,47.0
KH00414,34.0,26.9,23.4,kinh_doanh,Hai Phong,3,72.0
KH00415,29.0,3.7,1.0,sinh_vien,TP HCM,0,25.0
KH00416,35.0,8.5,7.6,nhan_vien,TP HCM,1,87.0
KH00417,40.0,7.8,5.3,nhan_vien,Hai Phong,1,72.0
KH00418,54.0,12.1,6.8,sinh_vien,Da Nang,2,65.0
KH00419,40.0,36.2,33.5,kinh_doanh,Ha Noi,9,100.0
KH00420,45.0,36.2,28.3,ky_su,TP HCM,8,86.0
KH00421,34.0,19.7,8.2,nhan_vien,TP HCM,2,46.0
KH00422,47.0,15.5,10.0,nhan_vien,Ha Noi,3,71.0
KH00423,47.0,34.0,28.9,kinh_doanh,TP HCM,9,100.0
KH00424,37.0,28.8,10.9,ky_su,Da Nang,4,40.0
KH00425,31.0,9.6,1.7,giao_vien,TP HCM,0,18.0
KH00426,32.0,26.1,12.7,bac_si,Ha Noi,6,54.0
KH00427,37.0,8.9,4.2,nhan_vien,Ha Noi,0,42.0
KH00428,34.0,13.8,8.0,giao_vien,TP HCM,0,50.0
KH00429,40.0,14.8,11.9,giao_vien,TP HCM,2,83.0
KH00430,31.0,12.7,5.0,giao_vien,TP HCM,3,38.0
KH00431,33.0,15.2,7.1,ky_su,TP HCM,2,44.0
KH00432,32.0,9.4,4.1,nhan_vien,Can Tho,2,40.0
KH00433,40.0,6.3,3.7,nhan_vien,TP HCM,2,49.0
KH00434,27.0,16.3,8.3,kinh_doanh,Ha Noi,2,41.0
KH00435,50.0,15.3,8.0,ky_su,Ha Noi,1,43.0
KH00436,32.0,26.4,15.6,nhan_vien,TP HCM,3,66.0
KH00437,58.0,17.4,15.4,nhan_vien,Can Tho,2,77.0
KH00438,29.0,16.8,15.1,nhan_vien,TP HCM,6,100.0
KH00439,39.0,14.8,9.1,ky_su,Ha Noi,1,66.0
KH00440,27.0,15.9,7.6,ky_su,TP HCM,1,49.0
KH00441,18.0,20.8,12.4,ky_su,TP HCM,4,48.0
KH00442,49.0,12.3,7.0,giao_vien,TP HCM,2,46.0
KH00443,33.0,20.0,15.3,ky_su,TP HCM,4,69.0
KH00444,34.0,7.1,0.5,nhan_vien,Ha Noi,2,6.0
KH00445,69.0,22.6,13.4,nhan_vien,TP HCM,3,52.0
KH00446,45.0,15.3,12.7,nhan_vien,Ha Noi,6,91.0
KH00447,49.0,4.9,2.7,nhan_vien,Ha Noi,0,64.0
KH00448,23.0,16.5,14.3,ky_su,Ha Noi,0,89.0
KH00449,44.0,23.8,9.9,kinh_doanh,Ha Noi,3,46.0
KH00450,49.0,14.6,7.2,giao_vien,Da Nang,0,51.0
KH00451,52.0,8.0,2.4,nhan_vien,Hai Phong,0,29.0
KH00452,27.0,8.8,4.2,giao_vien,Hai Phong,0,41.0
KH00453,27.0,27.0,13.3,bac_si,Hai Phong,4,49.0
KH00454,44.0,17.8,11.4,giao_vien,TP HCM,3,62.0
KH00455,20.0,22.3,12.0,bac_si,Ha Noi,2,55.0
KH00456,23.0,24.6,7.2,ky_su,Ha Noi,3,31.0
KH00457,55.0,24.9,13.1,ky_su,TP HCM,3,48.0
KH00458,29.0,8.8,8.2,nhan_vien,Ha Noi,5,80.0
KH00459,46.0,19.5,15.3,nhan_vien,TP HCM,5,76.0
KH00460,34.0,10.9,2.9,giao_vien,Hai Phong,0,28.0
KH00461,42.0,7.5,4.8,nhan_vien,Ha Noi,0,76.0
KH00462,28.0,18.8,9.8,ky_su,Hai Phong,2,57.0
KH00463,43.0,18.8,7.3,nhan_vien,Can Tho,3,43.0
KH00464,43.0,30.1,23.1,ky_su,TP HCM,10,69.0
KH00465,39.0,15.3,14.0,giao_vien,Ha Noi,5,78.0
KH00466,48.0,38.7,16.5,bac_si,TP HCM,5,49.0
KH00467,18.0,22.5,16.7,ky_su,Ha Noi,2,67.0
KH00468,23.0,16.6,8.3,nhan_vien,TP HCM,3,48.0
KH00469,35.0,10.5,2.9,sinh_vien,Ha Noi,1,31.0
KH00470,33.0,22.5,15.8,kinh_doanh,TP HCM,3,67.0
KH00471,32.0,19.2,9.5,kinh_doanh,TP HCM,2,47.0
KH00472,39.0,10.9,6.3,nhan_vien,Ha Noi,2,51.0
KH00473,60.0,22.0,16.3,kinh_doanh,Hai Phong,4,64.0
KH00474,21.0,12.0,6.8,nhan_vien,Hai Phong,3,45.0
KH00475,24.0,37.3,29.5,ky_su,Ha Noi,11,78.0
KH00476,37.0,20.2,10.6,ky_su,TP HCM,0,54.0
KH00477,38.0,14.4,6.5,giao_vien,Ha Noi,0,51.0
KH00478,34.0,22.3,14.1,bac_si,Can Tho,4,66.0
KH00479,56.0,7.0,4.4,sinh_vien,Hai Phong,2,53.0
KH00480,26.0,10.8,4.8,giao_vien,Hai Phong,2,43.0
KH00481,48.0,11.6,9.5,nhan_vien,Ha Noi,7,78.0
KH00482,20.0,11.7,6.9,nhan_vien,Can Tho,0,61.0
KH00483,18.0,19.7,15.6,kinh_doanh,Ha Noi,4,93.0
KH00484,27.0,16.4,5.4,kinh_doanh,Ha Noi,0,38.0
KH00485,32.0,9.5,3.3,nhan_vien,TP HCM,1,36.0
KH00486,63.0,23.1,14.9,nhan_vien,TP HCM,5,71.0
KH00487,47.0,15.2,7.4,ky_su,Ha Noi,0,41.0
KH00488,18.0,16.1,10.5,ky_su,Can Tho,2,55.0
KH00489,41.0,14.0,9.4,nhan_vien,Ha Noi,1,65.0
KH00490,52.0,3.0,1.3,sinh_vien,Da Nang,0,37.0
KH00491,19.0,24.8,11.7,ky_su,Ha Noi,3,42.0
KH00492,23.0,24.5,15.9,kinh_doanh,TP HCM,3,71.0
KH00493,63.0,12.8,8.5,nhan_vien,TP HCM,2,56.0
KH00494,31.0,15.8,8.0,nhan_vien,TP HCM,2,44.0
KH00495,45.0,26.7,12.8,giao_vien,TP HCM,3,45.0
KH00496,21.0,5.8,0.7,nhan_vien,TP HCM,0,13.0
KH00497,31.0,8.5,7.1,giao_vien,Ha Noi,2,79.0
KH00498,42.0,13.7,8.4,giao_vien,Can Tho,2,73.0
KH00499,46.0,26.1,20.3,nhan_vien,TP HCM,2,80.0
KH00500,29.0,21.2,10.2,nhan_vien,Hai Phong,1,48.0
KH00501,49.0,30.4,15.9,kinh_doanh,TP HCM,4,59.0
KH00502,23.0,11.5,8.4,bac_si,Hai Phong,2,61.0
KH00503,26.0,34.1,17.4,kinh_doanh,TP HCM,5,54.0
KH00504,19.0,30.8,23.0,kinh_doanh,Hai Phong,4,61.0
KH00505,43.0,22.9,14.4,nhan_vien,Ha Noi,2,51.0
KH00506,42.0,8.4,3.3,giao_vien,Ha Noi,1,32.0
KH00507,41.0,39.2,33.6,nhan_vien,Can Tho,6,77.0
KH00508,36.0,8.3,5.9,sinh_vien,TP HCM,1,77.0
KH00509,44.0,36.6,14.2,nhan_vien,Ha Noi,3,37.0
KH00510,21.0,4.7,3.5,nhan_vien,Can Tho,1,69.0
KH00511,41.0,33.2,25.1,kinh_doanh,Can Tho,8,69.0
KH00512,29.0,44.9,17.1,bac_si,TP HCM,4,43.0
KH00513,46.0,6.7,6.3,giao_vien,Hai Phong,2,79.0
KH00514,28.0,18.7,13.3,nhan_vien,TP HCM,2,65.0
KH00515,29.0,20.2,16.8,ky_su,Da Nang,5,94.0
KH00516,32.0,30.4,18.2,ky_su,Da Nang,2,57.0
KH00517,36.0,35.1,31.3,bac_si,TP HCM,5,74.0
KH00518,25.0,15.8,11.1,nhan_vien,Hai Phong,3,63.0
KH00519,29.0,25.8,14.8,kinh_doanh,Can Tho,3,50.0
KH00520,25.0,13.9,11.3,ky_su,Ha Noi,3,81.0
KH00521,18.0,16.1,12.6,kinh_doanh,Da Nang,4,80.0
KH00522,31.0,28.7,19.8,kinh_doanh,TP HCM,9,66.0
KH00523,40.0,18.2,11.6,giao_vien,TP HCM,1,51.0
KH00524,33.0,11.2,6.6,nhan_vien,Hai Phong,2,69.0
KH00525,36.0,20.1,8.5,nhan_vien,Can Tho,4,46.0
KH00526,46.0,17.8,16.1,nhan_vien,Ha Noi,4,99.0
KH00527,38.0,10.0,4.6,nhan_vien,Da Nang,0,47.0
KH00528,31.0,14.0,9.2,ky_su,TP HCM,3,69.0
KH00529,22.0,16.8,8.5,ky_su,Can Tho,2,55.0
KH00530,51.0,39.0,33.1,bac_si,TP HCM,5,82.0
KH00531,36.0,10.8,7.4,giao_vien,Hai Phong,1,72.0
KH00532,45.0,4.0,2.4,sinh_vien,Ha Noi,0,53.0
KH00533,61.0,29.5,21.0,bac_si,Hai Phong,2,82.0
KH00534,18.0,24.4,21.0,giao_vien,TP HCM,8,80.0
KH00535,36.0,16.9,12.8,bac_si,TP HCM,1,84.0
KH00536,24.0,17.8,12.1,giao_vien,Ha Noi,3,57.0
KH00537,37.0,25.9,9.1,nhan_vien,Ha Noi,3,34.0
KH00538,34.0,12.5,7.0,giao_vien,Ha Noi,3,45.0
KH00539,36.0,12.6,7.9,bac_si,Can Tho,3,66.0
KH00540,20.0,39.5,23.8,nhan_vien,TP HCM,5,71.0
KH00541,47.0,12.0,7.6,nhan_vien,TP HCM,1,65.0
KH00542,20.0,24.1,21.3,ky_su,TP HCM,2,96.0
KH00543,28.0,50.7,23.2,ky_su,Hai Phong,7,41.0
KH00544,20.0,22.9,14.4,kinh_doanh,Da Nang,2,63.0
KH00545,27.0,12.3,6.8,nhan_vien,Ha Noi,1,62.0
KH00546,28.0,10.2,7.4,sinh_vien,Da Nang,3,64.0
KH00547,44.0,21.0,10.5,nhan_vien,Ha Noi,2,60.0
KH00548,39.0,18.9,11.5,kinh_doanh,TP HCM,1,68.0
KH00549,58.0,16.1,9.1,kinh_doanh,TP HCM,1,56.0
KH00550,47.0,18.7,5.1,nhan_vien,Can Tho,1,26.0
KH00551,26.0,30.7,14.3,kinh_doanh,Hai Phong,2,51.0
KH00552,43.0,13.3,8.2,ky_su,TP HCM,4,69.0
KH00553,34.0,4.8,2.7,sinh_vien,Ha Noi,1,65.0
KH00554,26.0,12.0,6.5,nhan_vien,Ha Noi,1,57.0
KH00555,63.0,29.5,26.0,nhan_vien,TP HCM,8,83.0
KH00556,24.0,11.4,6.0,giao_vien,TP HCM,2,45.0
KH00557,34.0,12.8,7.8,giao_vien,Da Nang,1,71.0
KH00558,56.0,15.3,5.8,nhan_vien,Ha Noi,1,33.0
KH00559,46.0,21.8,18.6,kinh_doanh,Ha Noi,6,75.0
KH00560,46.0,44.7,30.3,nhan_vien,Ha Noi,6,72.0
KH00561,37.0,13.7,7.1,giao_vien,TP HCM,1,47.0
KH00562,55.0,25.0,16.2,nhan_vien,Ha Noi,3,64.0
KH00563,31.0,8.6,6.2,nhan_vien,Ha Noi,1,76.0
KH00564,18.0,47.2,32.2,ky_su,TP HCM,6,70.0
KH00565,31.0,24.5,12.5,nhan_vien,Can Tho,3,49.0
KH00566,35.0,6.9,4.1,sinh_vien,Ha Noi,2,48.0
KH00567,18.0,4.4,1.9,sinh_vien,TP HCM,2,38.0
KH00568,21.0,19.2,12.0,nhan_vien,Ha Noi,2,53.0
KH00569,45.0,5.6,2.2,sinh_vien,Ha Noi,0,32.0
KH00570,23.0,20.6,16.5,nhan_vien,Ha Noi,3,76.0
KH00571,35.0,5.3,3.9,sinh_vien,Can Tho,0,70.0
KH00572,27.0,29.0,19.4,bac_si,Can Tho,7,67.0
KH00573,40.0,23.1,9.3,kinh_doanh,TP HCM,5,41.0
KH00574,38.0,18.3,11.3,ky_su,Ha Noi,3,73.0
KH00575,31.0,10.5,9.7,giao_vien,Hai Phong,2,94.0
KH00576,33.0,15.8,8.5,nhan_vien,Ha Noi,3,45.0
KH00577,40.0,20.8,19.2,ky_su,Ha Noi,3,85.0
KH00578,34.0,16.4,11.3,bac_si,Ha Noi,4,59.0
KH00579,25.0,8.6,4.9,nhan_vien,Ha Noi,1,61.0
KH00580,50.0,35.0,24.5,kinh_doanh,Can Tho,7,79.0
KH00581,37.0,15.7,13.3,nhan_vien,TP HCM,1,88.0
KH00582,39.0,15.4,6.6,ky_su,TP HCM,4,51.0
KH00583,31.0,10.8,4.3,giao_vien,Da Nang,2,43.0
KH00584,27.0,15.2,5.3,kinh_doanh,Ha Noi,4,41.0
KH00585,49.0,17.9,8.4,nhan_vien,TP HCM,2,39.0
KH00586,41.0,3.8,0.5,sinh_vien,TP HCM,0,15.0
KH00587,39.0,12.4,6.7,ky_su,Can Tho,1,61.0
KH00588,19.0,8.6,4.0,nhan_vien,TP HCM,1,43.0
KH00589,45.0,19.1,12.8,kinh_doanh,TP HCM,1,69.0
KH00590,31.0,6.2,4.6,nhan_vien,Da Nang,1,78.0
KH00591,38.0,14.2,6.1,ky_su,TP HCM,1,44.0
KH00592,49.0,12.9,12.1,ky_su,Hai Phong,3,99.0
KH00593,50.0,5.0,0.9,sinh_vien,TP HCM,0,17.0
KH00594,40.0,26.6,16.4,kinh_doanh,Da Nang,3,65.0
KH00595,37.0,17.3,15.4,giao_vien,Ha Noi,6,98.0
KH00596,40.0,31.2,15.8,ky_su,Hai Phong,5,44.0
KH00597,42.0,19.5,11.6,kinh_doanh,Ha Noi,2,64.0
KH00598,33.0,32.2,23.1,bac_si,Ha Noi,7,72.0
KH00599,20.0,22.6,8.3,nhan_vien,Can Tho,4,34.0
KH00600,35.0,10.9,2.4,giao_vien,TP HCM,1,24.0
KH00601,29.0,15.0,5.9,giao_vien,Ha Noi,2,41.0
KH00602,31.0,15.5,6.7,nhan_vien,TP HCM,5,38.0
KH00603,55.0,31.7,21.2,ky_su,Can Tho,3,77.0
KH00604,44.0,38.5,18.5,ky_su,Hai Phong,5,40.0
KH00605,24.0,9.3,1.6,nhan_vien,TP HCM,0,19.0
KH00606,35.0,14.1,10.7,kinh_doanh,Ha Noi,5,80.0
KH00607,18.0,11.0,4.5,giao_vien,TP HCM,1,49.0
KH00608,64.0,25.9,10.5,giao_vien,TP HCM,1,48.0
KH00609,38.0,36.3,16.3,ky_su,Ha Noi,3,48.0
KH00610,40.0,22.3,17.0,kinh_doanh,TP HCM,6,73.0
KH00611,37.0,30.1,18.9,bac_si,Ha Noi,4,66.0
KH00612,46.0,10.5,8.3,giao_vien,TP HCM,2,75.0
KH00613,18.0,23.1,18.6,bac_si,Ha Noi,1,85.0
KH00614,49.0,15.1,12.6,nhan_vien,Da Nang,3,88.0
KH00615,30.0,20.7,5.5,bac_si,Ha Noi,2,31.0
KH00616,52.0,41.2,30.3,bac_si,Ha Noi,6,79.0
KH00617,40.0,12.2,4.9,giao_vien,Ha Noi,0,47.0
KH00618,38.0,11.0,7.1,ky_su,Can Tho,5,70.0
KH00619,36.0,25.4,17.3,kinh_doanh,TP HCM,5,73.0
KH00620,18.0,9.3,5.9,nhan_vien,TP HCM,0,62.0
KH00621,42.0,16.2,13.3,nhan_vien,TP HCM,2,71.0
KH00622,48.0,21.9,12.9,nhan_vien,Hai Phong,4,67.0
KH00623,47.0,61.3,47.8,kinh_doanh,Hai Phong,12,83.0
KH00624,28.0,12.1,4.9,ky_su,Ha Noi,2,43.0
KH00625,18.0,21.1,7.7,nhan_vien,TP HCM,0,38.0
KH00626,33.0,23.1,15.3,kinh_doanh,TP HCM,1,79.0
KH00627,42.0,23.4,14.2,kinh_doanh,Ha Noi,1,56.0
KH00628,36.0,9.0,6.8,giao_vien,Da Nang,3,84.0
KH00629,55.0,24.3,15.3,kinh_doanh,TP HCM,3,59.0
KH00630,43.0,16.1,8.0,ky_su,TP HCM,2,47.0
KH00631,51.0,9.1,3.7,nhan_vien,Da Nang,2,47.0
KH00632,18.0,13.2,7.6,nhan_vien,Ha Noi,0,57.0
KH00633,37.0,7.1,4.8,nhan_vien,Hai Phong,4,69.0
KH00634,26.0,16.2,5.6,bac_si,Ha Noi,3,37.0
KH00635,49.0,15.9,3.2,giao_vien,TP HCM,1,22.0
KH00636,33.0,14.6,10.6,giao_vien,TP HCM,2,64.0
KH00637,32.0,17.4,11.8,kinh_doanh,Ha Noi,5,75.0
KH00638,35.0,11.3,6.4,nhan_vien,Ha Noi,5,63.0
KH00639,31.0,7.9,3.5,sinh_vien,TP HCM,0,51.0
KH00640,31.0,10.4,3.5,nhan_vien,Ha Noi,4,35.0
KH00641,32.0,10.3,4.1,nhan_vien,TP HCM,1,37.0
KH00642,31.0,18.9,7.8,nhan_vien,Hai Phong,2,46.0
KH00643,24.0,7.8,8.1,nhan_vien,TP HCM,3,100.0
KH00644,48.0,21.3,11.2,nhan_vien,Hai Phong,3,48.0
KH00645,44.0,6.6,3.5,nhan_vien,Can Tho,3,62.0
KH00646,25.0,11.9,9.3,kinh_doanh,TP HCM,2,87.0
KH00647,27.0,18.6,11.0,kinh_doanh,TP HCM,2,51.0
KH00648,45.0,11.6,8.3,ky_su,Ha Noi,4,57.0
KH00649,18.0,13.3,4.9,kinh_doanh,Da Nang,3,44.0
KH00650,42.0,22.5,10.1,kinh_doanh,Hai Phong,1,43.0
KH00651,57.0,11.2,3.2,nhan_vien,Ha Noi,1,33.0
KH00652,31.0,22.8,10.3,kinh_doanh,Ha Noi,0,47.0
KH00653,18.0,16.6,13.3,nhan_vien,TP HCM,0,68.0
KH00654,26.0,12.8,11.0,nhan_vien,Can Tho,1,92.0
KH00655,30.0,8.3,9.3,nhan_vien,Can Tho,0,100.0
KH00656,51.0,16.8,9.2,nhan_vien,Ha Noi,3,56.0
KH00657,32.0,9.1,5.6,nhan_vien,Da Nang,1,51.0
KH00658,19.0,8.7,0.5,giao_vien,TP HCM,1,6.0
KH00659,47.0,35.2,28.0,nhan_vien,Hai Phong,6,74.0
KH00660,20.0,6.5,2.4,sinh_vien,Can Tho,0,41.0
KH00661,48.0,11.2,7.4,bac_si,Ha Noi,3,77.0
KH00662,41.0,7.5,3.5,sinh_vien,Da Nang,1,47.0
KH00663,39.0,2.2,2.6,sinh_vien,Ha Noi,1,100.0
KH00664,24.0,49.8,26.2,nhan_vien,TP HCM,8,47.0
KH00665,40.0,25.7,10.6,giao_vien,Ha Noi,3,40.0
KH00666,60.0,13.8,10.1,sinh_vien,TP HCM,3,86.0
KH00667,30.0,14.4,10.0,ky_su,Ha Noi,5,72.0
KH00668,37.0,20.0,14.3,bac_si,TP HCM,4,61.0
KH00669,29.0,8.8,7.0,nhan_vien,TP HCM,1,77.0
KH00670,45.0,16.8,10.5,giao_vien,Ha Noi,2,57.0
KH00671,43.0,8.7,3.1,nhan_vien,Hai Phong,2,39.0
KH00672,32.0,28.6,24.2,ky_su,TP HCM,4,72.0
KH00673,39.0,34.1,27.6,ky_su,TP HCM,11,95.0
KH00674,49.0,9.1,4.0,nhan_vien,TP HCM,2,43.0
KH00675,34.0,4.8,3.2,giao_vien,TP HCM,2,75.0
KH00676,27.0,25.3,14.8,kinh_doanh,Can Tho,1,48.0
KH00677,26.0,22.1,13.9,giao_vien,Hai Phong,7,69.0
KH00678,41.0,18.8,15.1,kinh_doanh,TP HCM,3,76.0
KH00679,18.0,28.7,15.9,bac_si,Can Tho,3,53.0
KH00680,36.0,13.5,7.6,nhan_vien,Da Nang,3,57.0
KH00681,47.0,26.6,16.8,nhan_vien,Can Tho,3,54.0
KH00682,41.0,25.2,17.1,ky_su,TP HCM,3,71.0
KH00683,27.0,5.5,3.4,giao_vien,Ha Noi,1,64.0
KH00684,35.0,5.8,2.2,sinh_vien,Ha Noi,0,36.0
KH00685,38.0,26.5,15.0,kinh_doanh,Da Nang,6,53.0
KH00686,33.0,31.2,14.3,nhan_vien,Ha Noi,1,46.0
KH00687,32.0,38.7,29.6,ky_su,TP HCM,11,85.0
KH00688,21.0,23.7,12.2,kinh_doanh,TP HCM,4,55.0
KH00689,38.0,26.4,13.8,kinh_doanh,Da Nang,6,54.0
KH00690,18.0,24.5,19.6,giao_vien,Da Nang,11,69.0
KH00691,42.0,10.1,4.3,ky_su,Hai Phong,1,35.0
KH00692,28.0,18.5,7.4,kinh_doanh,Ha Noi,1,34.0
KH00693,28.0,17.1,11.8,ky_su,TP HCM,0,76.0
KH00694,27.0,16.0,8.6,ky_su,TP HCM,5,53.0
KH00695,37.0,14.4,10.6,kinh_doanh,Ha Noi,1,85.0
KH00696,45.0,15.7,5.4,nhan_vien,Ha Noi,2,34.0
KH00697,24.0,39.0,15.4,ky_su,TP HCM,1,38.0
KH00698,33.0,19.9,13.9,ky_su,Ha Noi,3,65.0
KH00699,44.0,11.2,6.8,giao_vien,Ha Noi,0,59.0
KH00700,33.0,44.2,31.0,kinh_doanh,TP HCM,5,70.0
KH00701,29.0,9.4,6.4,kinh_doanh,Hai Phong,2,80.0
KH00702,38.0,27.4,10.1,ky_su,TP HCM,3,32.0
KH00703,35.0,13.0,8.4,nhan_vien,Hai Phong,4,53.0
KH00704,33.0,21.7,8.4,nhan_vien,TP HCM,3,43.0
KH00705,37.0,12.0,5.8,nhan_vien,Ha Noi,1,52.0
KH00706,40.0,32.8,16.5,kinh_doanh,Ha Noi,2,49.0
KH00707,57.0,25.9,22.0,giao_vien,Hai Phong,2,83.0
KH00708,30.0,8.0,6.6,nhan_vien,TP HCM,1,74.0
KH00709,37.0,20.0,10.8,giao_vien,TP HCM,3,44.0
KH00710,50.0,7.6,4.7,giao_vien,TP HCM,1,56.0
KH00711,42.0,25.5,10.4,nhan_vien,Ha Noi,2,45.0
KH00712,27.0,28.9,7.7,kinh_doanh,Ha Noi,3,28.0
KH00713,36.0,13.8,10.0,ky_su,Da Nang,1,70.0
KH00714,47.0,6.5,2.9,giao_vien,TP HCM,2,49.0
KH00715,26.0,16.7,14.6,giao_vien,TP HCM,3,91.0
KH00716,34.0,19.5,8.8,nhan_vien,Ha Noi,1,52.0
KH00717,36.0,14.2,10.2,nhan_vien,TP HCM,2,71.0
KH00718,48.0,17.7,6.7,giao_vien,Da Nang,0,35.0
KH00719,18.0,53.0,26.3,ky_su,Ha Noi,4,53.0
KH00720,18.0,18.6,6.6,giao_vien,Ha Noi,1,36.0
KH00721,47.0,13.4,7.8,nhan_vien,TP HCM,2,65.0
KH00722,40.0,25.1,17.4,ky_su,Can Tho,6,68.0
KH00723,27.0,16.7,12.4,ky_su,Da Nang,3,83.0
KH00724,31.0,20.0,12.0,ky_su,Ha Noi,4,50.0
KH00725,39.0,25.7,19.8,nhan_vien,Da Nang,8,69.0
KH00726,30.0,25.6,11.0,nhan_vien,Ha Noi,3,36.0
KH00727,25.0,12.8,7.9,nhan_vien,TP HCM,3,57.0
KH00728,68.0,10.6,7.7,giao_vien,Ha Noi,1,80.0
KH00729,46.0,17.8,9.4,giao_vien,Can Tho,5,57.0
KH00730,45.0,10.4,5.7,nhan_vien,Can Tho,2,65.0
KH00731,37.0,10.4,5.9,ky_su,TP HCM,3,67.0
KH00732,36.0,4.8,6.6,sinh_vien,TP HCM,3,100.0
KH00733,19.0,22.0,7.6,ky_su,Hai Phong,3,37.0
KH00734,31.0,3.0,2.3,sinh_vien,TP HCM,1,73.0
KH00735,18.0,22.0,10.0,kinh_doanh,TP HCM,2,54.0
KH00736,36.0,19.7,14.8,ky_su,Ha Noi,4,66.0
KH00737,33.0,6.7,4.7,sinh_vien,Ha Noi,2,81.0
KH00738,18.0,8.1,1.9,giao_vien,Can Tho,0,23.0
KH00739,32.0,14.9,7.6,nhan_vien,Da Nang,2,48.0
KH00740,66.0,19.1,10.8,nhan_vien,Can Tho,5,48.0
KH00741,30.0,7.7,4.4,nhan_vien,Ha Noi,2,53.0
KH00742,37.0,23.2,12.0,nhan_vien,Can Tho,2,52.0
KH00743,45.0,16.8,13.5,giao_vien,Ha Noi,0,69.0
KH00744,28.0,25.9,15.7,bac_si,Da Nang,1,49.0
KH00745,43.0,5.7,4.1,sinh_vien,TP HCM,0,65.0
KH00746,33.0,12.9,4.8,ky_su,Ha Noi,1,38.0
KH00747,39.0,6.8,3.4,sinh_vien,TP HCM,0,42.0
KH00748,25.0,8.8,9.2,giao_vien,TP HCM,4,85.0
KH00749,18.0,10.3,9.2,nhan_vien,Da Nang,0,100.0
KH00750,18.0,17.2,11.2,ky_su,Da Nang,2,65.0
KH00751,35.0,15.6,6.0,giao_vien,TP HCM,1,42.0
KH00752,20.0,14.9,13.9,ky_su,TP HCM,4,100.0
KH00753,19.0,13.0,9.9,ky_su,Ha Noi,0,77.0
KH00754,34.0,8.0,3.7,sinh_vien,Ha Noi,3,45.0
KH00755,28.0,20.1,8.8,bac_si,TP HCM,1,45.0
KH00756,23.0,18.7,15.5,nhan_vien,Ha Noi,5,94.0
KH00757,53.0,18.2,7.4,ky_su,Ha Noi,2,46.0
KH00758,56.0,14.1,4.9,nhan_vien,TP HCM,4,32.0
KH00759,34.0,5.9,3.1,sinh_vien,TP HCM,1,58.0
KH00760,39.0,28.3,16.9,ky_su,TP HCM,4,55.0
KH00761,42.0,26.1,15.4,bac_si,Ha Noi,5,67.0
KH00762,25.0,10.1,7.7,nhan_vien,Can Tho,4,63.0
KH00763,40.0,8.0,0.9,ky_su,Ha Noi,0,10.0
KH00764,38.0,13.9,7.7,nhan_vien,Ha Noi,2,52.0
KH00765,50.0,23.7,18.9,ky_su,TP HCM,4,66.0
KH00766,18.0,14.0,10.5,ky_su,Ha Noi,8,69.0
KH00767,36.0,28.7,22.2,nhan_vien,Da Nang,9,74.0
KH00768,32.0,35.7,23.5,kinh_doanh,Can Tho,5,56.0
KH00769,32.0,22.2,17.6,ky_su,Ha Noi,5,66.0
KH00770,36.0,26.6,16.7,kinh_doanh,Da Nang,3,68.0
KH00771,24.0,14.4,11.0,nhan_vien,Can Tho,5,88.0
KH00772,33.0,27.8,14.7,ky_su,TP HCM,4,59.0
KH00773,41.0,16.1,13.4,nhan_vien,Ha Noi,6,85.0
KH00774,41.0,5.0,4.3,giao_vien,TP HCM,2,74.0
