ma_kh,tuoi,goi_cuoc,khu_vuc,so_thang_su_dung,cuoc_hang_thang,tong_cuoc,so_lan_goi_ho_tro,label
KH00348,34.0,co_ban,Bac,22.0,130.0,2860.0,1.0,0.0
KH00349,29.0,co_ban,Nam,7.0,120.0,840.0,2.0,0.0
KH00350,36.0,tieu_chuan,Nam,36.0,290.0,10440.0,0.0,0.0
KH00351,32.0,co_ban,Nam,11.0,150.0,1650.0,3.0,1.0
KH00352,28.0,co_ban,Trung,22.0,150.0,3300.0,5.0,0.0
KH00353,41.0,co_ban,Nam,12.0,130.0,1560.0,0.0,0.0
KH00354,57.0,cao_cap,Bac,9.0,650.0,5850.0,3.0,1.0
KH00355,53.0,tieu_chuan,Nam,12.0,290.0,3480.0,1.0,0.0
KH00356,21.0,tieu_chuan,Nam,27.0,310.0,8370.0,0.0,0.0
KH00357,34.0,co_ban,Bac,22.0,140.0,3080.0,1.0,1.0
KH00358,42.0,cao_cap,Bac,46.0,540.0,24840.0,0.0,0.0
KH00359,27.0,co_ban,Trung,10.0,110.0,1100.0,0.0,0.0
KH00360,70.0,cao_cap,Bac,7.0,440.0,3080.0,8.0,1.0
KH00361,18.0,tieu_chuan,Trung,8.0,220.0,1760.0,3.0,1.0
KH00362,18.0,cao_cap,Trung,35.0,520.0,18200.0,1.0,0.0
KH00363,34.0,tieu_chuan,Trung,92.0,280.0,25760.0,0.0,0.0
KH00364,38.0,tieu_chuan,Bac,1.0,220.0,220.0,0.0,1.0
KH00365,36.0,co_ban,Bac,17.0,140.0,2380.0,0.0,1.0
KH00366,23.0,tieu_chuan,Nam,5.0,230.0,1150.0,2.0,0.0
KH00367,34.0,co_ban,Nam,4.0,140.0,560.0,3.0,0.0
KH00368,33.0,co_ban,Trung,3.0,130.0,390.0,2.0,1.0
KH00369,46.0,co_ban,Trung,34.0,100.0,3400.0,7.0,1.0
KH00370,54.0,tieu_chuan,Bac,14.0,250.0,3500.0,0.0,0.0
KH00371,42.0,cao_cap,Bac,33.0,590.0,19470.0,0.0,1.0
KH00372,61.0,co_ban,Bac,76.0,140.0,10640.0,1.0,0.0
KH00373,18.0,co_ban,Bac,3.0,110.0,330.0,7.0,1.0
KH00374,38.0,co_ban,Bac,39.0,150.0,5850.0,1.0,0.0
KH00375,21.0,co_ban,Trung,7.0,,840.0,0.0,1.0
KH00376,28.0,co_ban,Bac,3.0,150.0,450.0,1.0,0.0
KH00377,42.0,co_ban,Nam,1.0,110.0,110.0,0.0,0.0
KH00378,35.0,co_ban,Bac,34.0,130.0,4420.0,2.0,0.0
KH00379,25.0,co_ban,Trung,61.0,140.0,8540.0,8.0,0.0
KH00380,25.0,tieu_chuan,Nam,6.0,320.0,1920.0,1.0,1.0
KH00381,27.0,cao_cap,Nam,1.0,640.0,640.0,1.0,1.0
KH00382,37.0,co_ban,Nam,26.0,100.0,2600.0,1.0,0.0
KH00383,44.0,tieu_chuan,Nam,4.0,230.0,920.0,0.0,0.0
KH00384,68.0,co_ban,Nam,1.0,150.0,150.0,1.0,0.0
KH00385,52.0,co_ban,Nam,25.0,140.0,3500.0,2.0,0.0
KH00386,29.0,co_ban,Trung,5.0,120.0,600.0,5.0,1.0
KH00387,39.0,co_ban,Nam,1.0,150.0,150.0,1.0,0.0
KH00388,41.0,cao_cap,Trung,15.0,450.0,6750.0,0.0,0.0
KH00389,40.0,co_ban,Bac,7.0,120.0,840.0,1.0,0.0
KH00390,50.0,cao_cap,Nam,2.0,,860.0,10.0,1.0
KH00391,53.0,co_ban,Nam,22.0,120.0,2640.0,4.0,0.0
KH00392,34.0,tieu_chuan,Nam,4.0,290.0,1160.0,0.0,0.0
KH00393,41.0,tieu_chuan,Trung,18.0,250.0,4500.0,0.0,0.0
KH00394,37.0,tieu_chuan,Nam,41.0,300.0,12300.0,4.0,0.0
KH00395,55.0,co_ban,Bac,20.0,110.0,2200.0,2.0,0.0
KH00396,44.0,tieu_chuan,Nam,12.0,,2400.0,5.0,0.0
KH00397,18.0,co_ban,Trung,25.0,150.0,3750.0,2.0,0.0
KH00398,56.0,co_ban,Nam,12.0,130.0,1560.0,0.0,0.0
KH00399,32.0,co_ban,Bac,8.0,100.0,800.0,0.0,1.0
KH00400,37.0,cao_cap,Nam,1.0,640.0,640.0,0.0,1.0
KH00401,51.0,co_ban,Trung,23.0,120.0,2760.0,0.0,0.0
KH00402,45.0,tieu_chuan,Bac,2.0,270.0,540.0,7.0,1.0
KH00403,18.0,tieu_chuan,Bac,3.0,210.0,630.0,1.0,0.0
KH00404,32.0,cao_cap,Nam,8.0,630.0,5040.0,1.0,1.0
KH00405,35.0,tieu_chuan,Trung,67.0,290.0,19430.0,8.0,1.0
KH00406,37.0,tieu_chuan,Bac,67.0,270.0,18090.0,4.0,0.0
KH00407,20.0,cao_cap,Nam,34.0,650.0,22100.0,1.0,0.0
KH00408,71.0,co_ban,Bac,7.0,140.0,980.0,1.0,1.0
KH00409,51.0,tieu_chuan,Trung,22.0,260.0,5720.0,1.0,0.0
KH00410,54.0,tieu_chuan,Trung,44.0,270.0,11880.0,2.0,0.0
KH00411,22.0,cao_cap,Trung,25.0,520.0,13000.0,1.0,0.0
KH00412,45.0,co_ban,Trung,20.0,130.0,2600.0,1.0,0.0
KH00413,30.0,co_ban,Nam,40.0,130.0,5200.0,2.0,1.0
KH00414,30.0,cao_cap,Bac,20.0,530.0,10600.0,2.0,1.0
KH00415,37.0,tieu_chuan,Nam,7.0,210.0,1470.0,3.0,1.0
KH00416,28.0,co_ban,Trung,120.0,110.0,13200.0,0.0,0.0
KH00417,26.0,co_ban,Nam,119.0,100.0,11900.0,1.0,0.0
KH00418,35.0,tieu_chuan,Bac,17.0,310.0,5270.0,0.0,0.0
KH00419,36.0,cao_cap,Bac,11.0,650.0,7150.0,1.0,0.0
KH00420,67.0,co_ban,Bac,95.0,100.0,9500.0,0.0,0.0
KH00421,45.0,tieu_chuan,Bac,6.0,290.0,1740.0,0.0,0.0
KH00422,60.0,tieu_chuan,Nam,44.0,250.0,11000.0,10.0,1.0
KH00423,46.0,cao_cap,Trung,1.0,610.0,610.0,7.0,1.0
KH00424,37.0,tieu_chuan,Bac,8.0,270.0,2160.0,7.0,0.0
KH00425,37.0,tieu_chuan,Nam,4.0,320.0,1280.0,4.0,1.0
KH00426,41.0,co_ban,Bac,6.0,130.0,780.0,5.0,1.0
KH00427,73.0,co_ban,Nam,4.0,100.0,400.0,1.0,0.0
KH00428,31.0,tieu_chuan,Nam,1.0,250.0,250.0,1.0,0.0
KH00429,63.0,tieu_chuan,Nam,1.0,240.0,240.0,1.0,0.0
KH00430,41.0,tieu_chuan,Bac,6.0,280.0,1680.0,3.0,0.0
KH00431,29.0,co_ban,Trung,10.0,120.0,1200.0,3.0,1.0
KH00432,50.0,co_ban,Nam,7.0,,1050.0,1.0,0.0
KH00433,52.0,tieu_chuan,Nam,66.0,320.0,21120.0,2.0,0.0
KH00434,27.0,tieu_chuan,Bac,13.0,310.0,4030.0,1.0,0.0
KH00435,48.0,co_ban,Bac,5.0,150.0,750.0,1.0,1.0
KH00436,38.0,cao_cap,Bac,17.0,430.0,7310.0,4.0,1.0
KH00437,18.0,cao_cap,Bac,69.0,660.0,45540.0,1.0,1.0
KH00438,33.0,co_ban,Bac,1.0,130.0,130.0,0.0,1.0
KH00439,,co_ban,Bac,40.0,150.0,6000.0,0.0,0.0
KH00440,48.0,co_ban,Trung,14.0,140.0,1960.0,0.0,0.0
KH00441,26.0,co_ban,Nam,37.0,140.0,5180.0,0.0,0.0
KH00442,63.0,co_ban,Trung,14.0,100.0,1400.0,1.0,0.0
KH00443,39.0,co_ban,Nam,1.0,130.0,130.0,3.0,1.0
KH00444,24.0,co_ban,Nam,1.0,130.0,130.0,12.0,1.0
KH00445,32.0,co_ban,Nam,14.0,110.0,1540.0,0.0,0.0
KH00446,18.0,tieu_chuan,Bac,7.0,220.0,1540.0,1.0,1.0
KH00447,60.0,co_ban,Trung,1.0,150.0,150.0,1.0,1.0
KH00448,66.0,tieu_chuan,Trung,1.0,320.0,320.0,0.0,1.0
KH00449,33.0,tieu_chuan,Nam,9.0,200.0,1800.0,8.0,1.0
KH00450,27.0,tieu_chuan,Bac,3.0,300.0,900.0,1.0,0.0
KH00451,53.0,tieu_chuan,Nam,21.0,220.0,4620.0,0.0,0.0
KH00452,26.0,tieu_chuan,Trung,56.0,250.0,14000.0,0.0,0.0
KH00453,42.0,co_ban,Bac,11.0,150.0,1650.0,0.0,0.0
KH00454,18.0,cao_cap,Bac,35.0,590.0,20650.0,2.0,0.0
KH00455,47.0,cao_cap,Bac,4.0,590.0,2360.0,1.0,1.0
KH00456,22.0,tieu_chuan,Nam,14.0,230.0,3220.0,2.0,1.0
KH00457,48.0,tieu_chuan,Nam,8.0,210.0,1680.0,1.0,0.0
KH00458,50.0,tieu_chuan,Nam,17.0,260.0,4420.0,0.0,0.0
KH00459,48.0,tieu_chuan,Nam,52.0,300.0,15600.0,1.0,0.0
KH00460,41.0,co_ban,Nam,48.0,150.0,7200.0,1.0,0.0
KH00461,24.0,co_ban,Nam,46.0,140.0,6440.0,2.0,0.0
KH00462,38.0,co_ban,Nam,8.0,120.0,960.0,0.0,1.0
KH00463,41.0,co_ban,Bac,39.0,120.0,4680.0,2.0,0.0
KH00464,70.0,co_ban,Nam,60.0,150.0,9000.0,1.0,0.0
KH00465,31.0,cao_cap,Bac,35.0,430.0,15050.0,0.0,0.0
KH00466,61.0,co_ban,Nam,23.0,100.0,2300.0,8.0,1.0
KH00467,24.0,cao_cap,Trung,10.0,600.0,6000.0,0.0,1.0
KH00468,59.0,tieu_chuan,Trung,3.0,290.0,870.0,1.0,0.0
KH00469,25.0,co_ban,Nam,19.0,140.0,2660.0,1.0,1.0
KH00470,26.0,co_ban,Trung,36.0,100.0,3600.0,4.0,0.0
KH00471,18.0,cao_cap,Nam,51.0,630.0,32130.0,0.0,0.0
KH00472,39.0,cao_cap,Trung,6.0,600.0,3600.0,2.0,0.0
KH00473,43.0,tieu_chuan,Nam,13.0,240.0,3120.0,1.0,1.0
KH00474,46.0,co_ban,Bac,32.0,130.0,4160.0,1.0,0.0
KH00475,54.0,tieu_chuan,Nam,39.0,230.0,8970.0,3.0,0.0
KH00476,40.0,co_ban,Trung,2.0,120.0,240.0,2.0,0.0
KH00477,23.0,cao_cap,Nam,6.0,570.0,3420.0,4.0,1.0
KH00478,29.0,co_ban,Bac,4.0,130.0,520.0,1.0,1.0
KH00479,44.0,tieu_chuan,Trung,11.0,220.0,2420.0,0.0,0.0
KH00480,41.0,cao_cap,Nam,1.0,510.0,510.0,0.0,1.0
KH00481,38.0,cao_cap,Bac,26.0,430.0,11180.0,2.0,0.0
KH00482,53.0,tieu_chuan,Bac,3.0,240.0,720.0,3.0,0.0
KH00483,44.0,tieu_chuan,Nam,25.0,200.0,5000.0,8.0,0.0
KH00484,45.0,co_ban,Bac,55.0,120.0,6600.0,9.0,1.0
KH00485,45.0,co_ban,Bac,11.0,130.0,1430.0,1.0,0.0
KH00486,36.0,co_ban,Nam,30.0,160.0,4800.0,0.0,0.0
KH00487,18.0,tieu_chuan,Nam,18.0,300.0,5400.0,0.0,0.0
KH00488,35.0,co_ban,Bac,8.0,140.0,1120.0,2.0,0.0
KH00489,52.0,tieu_chuan,Bac,53.0,300.0,15900.0,2.0,0.0
KH00490,42.0,co_ban,Nam,7.0,130.0,910.0,1.0,0.0
KH00491,46.0,co_ban,Nam,37.0,120.0,4440.0,6.0,1.0
KH00492,58.0,tieu_chuan,Bac,19.0,320.0,6080.0,3.0,0.0
KH00493,34.0,co_ban,Nam,15.0,130.0,1950.0,0.0,0.0
KH00494,44.0,co_ban,Nam,1.0,130.0,130.0,0.0,0.0
KH00495,41.0,co_ban,Bac,10.0,100.0,1000.0,1.0,1.0
KH00496,43.0,co_ban,Nam,80.0,140.0,11200.0,9.0,0.0
KH00497,59.0,cao_cap,Nam,47.0,630.0,29610.0,0.0,0.0
KH00498,37.0,co_ban,Bac,30.0,100.0,3000.0,1.0,1.0
KH00499,65.0,tieu_chuan,Bac,1.0,210.0,210.0,2.0,0.0
KH00500,18.0,tieu_chuan,Nam,94.0,240.0,22560.0,0.0,0.0
KH00501,35.0,tieu_chuan,Nam,5.0,320.0,1600.0,8.0,1.0
KH00502,31.0,cao_cap,Nam,30.0,540.0,16200.0,7.0,1.0
KH00503,29.0,co_ban,Bac,3.0,110.0,330.0,7.0,0.0
KH00504,49.0,tieu_chuan,Bac,41.0,290.0,11890.0,0.0,1.0
KH00505,53.0,tieu_chuan,Bac,51.0,240.0,12240.0,4.0,0.0
KH00506,18.0,co_ban,Nam,28.0,120.0,3360.0,11.0,1.0
KH00507,18.0,co_ban,Bac,8.0,100.0,800.0,1.0,0.0
KH00508,30.0,co_ban,Trung,1.0,100.0,100.0,2.0,1.0
KH00509,62.0,tieu_chuan,Trung,46.0,290.0,13340.0,6.0,1.0
KH00510,40.0,cao_cap,Bac,38.0,540.0,20520.0,8.0,1.0
KH00511,30.0,cao_cap,Bac,29.0,500.0,14500.0,2.0,0.0
KH00512,32.0,cao_cap,Trung,81.0,460.0,37260.0,7.0,1.0
KH00513,19.0,tieu_chuan,Bac,43.0,230.0,9890.0,0.0,1.0
KH00514,27.0,tieu_chuan,Trung,14.0,250.0,3500.0,3.0,1.0
KH00515,35.0,co_ban,Nam,3.0,150.0,450.0,0.0,0.0
KH00516,23.0,co_ban,Nam,48.0,130.0,6240.0,1.0,0.0
KH00517,40.0,co_ban,Bac,32.0,120.0,3840.0,1.0,0.0
KH00518,48.0,tieu_chuan,Bac,20.0,230.0,4600.0,2.0,0.0
KH00519,35.0,tieu_chuan,Nam,13.0,220.0,2860.0,7.0,1.0
KH00520,32.0,co_ban,Nam,5.0,140.0,700.0,0.0,1.0
KH00521,60.0,tieu_chuan,Bac,19.0,220.0,4180.0,1.0,0.0
KH00522,24.0,tieu_chuan,Bac,65.0,240.0,15600.0,1.0,1.0
KH00523,27.0,tieu_chuan,Bac,5.0,260.0,1300.0,0.0,0.0
KH00524,27.0,co_ban,Bac,27.0,110.0,2970.0,0.0,0.0
KH00525,41.0,cao_cap,Nam,1.0,640.0,640.0,0.0,0.0
KH00526,37.0,tieu_chuan,Trung,2.0,240.0,480.0,1.0,0.0
KH00527,32.0,cao_cap,Bac,45.0,610.0,27450.0,0.0,0.0
KH00528,24.0,tieu_chuan,Trung,19.0,230.0,4370.0,7.0,1.0
KH00529,46.0,co_ban,Bac,24.0,110.0,2640.0,2.0,0.0
KH00530,46.0,co_ban,Trung,17.0,100.0,1700.0,2.0,1.0
KH00531,38.0,cao_cap,Nam,17.0,640.0,10880.0,7.0,1.0
KH00532,30.0,co_ban,Trung,31.0,100.0,3100.0,3.0,1.0
KH00533,37.0,co_ban,Nam,15.0,130.0,1950.0,2.0,0.0
KH00534,46.0,cao_cap,Bac,10.0,540.0,5400.0,1.0,1.0
KH00535,33.0,tieu_chuan,Bac,118.0,,36580.0,2.0,0.0
KH00536,41.0,co_ban,Bac,14.0,100.0,1400.0,2.0,0.0
KH00537,57.0,co_ban,Trung,26.0,150.0,3900.0,0.0,0.0
KH00538,64.0,co_ban,Trung,81.0,150.0,12150.0,3.0,0.0
KH00539,31.0,tieu_chuan,Bac,14.0,290.0,4060.0,0.0,0.0
KH00540,46.0,tieu_chuan,Bac,15.0,300.0,4500.0,0.0,0.0
KH00541,33.0,co_ban,Trung,1.0,150.0,150.0,0.0,0.0
KH00542,29.0,tieu_chuan,Bac,18.0,210.0,3780.0,10.0,1.0
KH00543,47.0,tieu_chuan,Bac,43.0,230.0,9890.0,0.0,0.0
KH00544,63.0,cao_cap,Trung,18.0,610.0,10980.0,1.0,0.0
KH00545,37.0,tieu_chuan,Bac,13.0,300.0,3900.0,2.0,0.0
KH00546,18.0,co_ban,Bac,59.0,150.0,8850.0,2.0,0.0
KH00547,30.0,co_ban,Nam,25.0,130.0,3250.0,1.0,1.0
KH00548,58.0,tieu_chuan,Bac,17.0,210.0,3570.0,1.0,0.0
KH00549,43.0,cao_cap,Nam,9.0,510.0,4590.0,0.0,0.0
KH00550,30.0,tieu_chuan,Bac,24.0,320.0,7680.0,0.0,0.0
KH00551,55.0,co_ban,Nam,9.0,120.0,1080.0,2.0,0.0
KH00552,33.0,co_ban,Trung,9.0,120.0,1080.0,2.0,1.0
KH00553,53.0,tieu_chuan,Bac,1.0,280.0,280.0,9.0,0.0
KH00554,34.0,co_ban,Bac,34.0,140.0,4760.0,4.0,0.0
KH00555,45.0,cao_cap,Nam,34.0,490.0,16660.0,8.0,1.0
KH00556,21.0,tieu_chuan,Bac,13.0,270.0,3510.0,1.0,0.0
KH00557,37.0,co_ban,Bac,33.0,120.0,3960.0,0.0,0.0
KH00558,41.0,cao_cap,Bac,3.0,430.0,1290.0,1.0,0.0
KH00559,45.0,cao_cap,Bac,28.0,600.0,16800.0,1.0,1.0
KH00560,33.0,cao_cap,Bac,5.0,460.0,2300.0,0.0,0.0
KH00561,28.0,co_ban,Nam,3.0,150.0,450.0,2.0,1.0
KH00562,44.0,cao_cap,Nam,20.0,440.0,8800.0,2.0,0.0
KH00563,55.0,co_ban,Nam,7.0,110.0,770.0,1.0,0.0
KH00564,27.0,co_ban,Nam,46.0,120.0,5520.0,6.0,0.0
KH00565,37.0,co_ban,Trung,7.0,110.0,770.0,0.0,1.0
KH00566,41.0,co_ban,Bac,28.0,120.0,3360.0,1.0,0.0
KH00567,29.0,co_ban,Nam,77.0,150.0,11550.0,0.0,0.0
KH00568,52.0,co_ban,Bac,21.0,150.0,3150.0,1.0,0.0
KH00569,36.0,tieu_chuan,Nam,18.0,280.0,5040.0,2.0,0.0
KH00570,32.0,co_ban,Trung,72.0,100.0,7200.0,9.0,1.0
KH00571,18.0,co_ban,Trung,3.0,110.0,330.0,2.0,0.0
KH00572,26.0,tieu_chuan,Bac,4.0,,1000.0,3.0,0.0
KH00573,36.0,tieu_chuan,Bac,7.0,270.0,1890.0,0.0,1.0
KH00574,26.0,co_ban,Nam,22.0,130.0,2860.0,6.0,0.0
KH00575,,tieu_chuan,Bac,31.0,300.0,9300.0,4.0,1.0
KH00576,38.0,co_ban,Bac,22.0,120.0,2640.0,1.0,0.0
KH00577,23.0,co_ban,Trung,2.0,120.0,240.0,6.0,1.0
KH00578,43.0,cao_cap,Trung,44.0,650.0,28600.0,3.0,0.0
KH00579,41.0,tieu_chuan,Bac,14.0,290.0,4060.0,2.0,0.0
KH00580,37.0,co_ban,Bac,18.0,150.0,2700.0,1.0,1.0
KH00581,22.0,tieu_chuan,Bac,35.0,,11200.0,1.0,0.0
KH00582,34.0,cao_cap,Bac,1.0,600.0,600.0,4.0,1.0
KH00583,25.0,cao_cap,Nam,11.0,590.0,6490.0,1.0,1.0
KH00584,33.0,cao_cap,Nam,23.0,590.0,13570.0,2.0,1.0
KH00585,33.0,co_ban,Nam,78.0,140.0,10920.0,4.0,0.0
KH00586,36.0,tieu_chuan,Trung,4.0,270.0,1080.0,2.0,0.0
KH00587,25.0,co_ban,Nam,22.0,150.0,3300.0,1.0,0.0
KH00588,25.0,tieu_chuan,Nam,30.0,240.0,7200.0,0.0,0.0
KH00589,54.0,tieu_chuan,Nam,26.0,310.0,8060.0,1.0,0.0
KH00590,29.0,tieu_chuan,Bac,36.0,,10080.0,11.0,1.0
KH00591,50.0,tieu_chuan,Nam,5.0,250.0,1250.0,2.0,0.0
KH00592,59.0,co_ban,Nam,24.0,140.0,3360.0,1.0,1.0
KH00593,39.0,tieu_chuan,Bac,19.0,300.0,5700.0,0.0,0.0
KH00594,43.0,cao_cap,Trung,55.0,580.0,31900.0,2.0,1.0
KH00595,52.0,cao_cap,Nam,16.0,520.0,8320.0,1.0,1.0
KH00596,30.0,co_ban,Nam,5.0,140.0,700.0,4.0,1.0
KH00597,54.0,tieu_chuan,Nam,2.0,210.0,420.0,1.0,0.0
KH00598,18.0,co_ban,Bac,3.0,100.0,300.0,1.0,0.0
KH00599,23.0,co_ban,Bac,6.0,150.0,900.0,8.0,1.0
KH00600,27.0,tieu_chuan,Bac,13.0,300.0,3900.0,3.0,0.0
KH00601,44.0,co_ban,Trung,4.0,120.0,480.0,0.0,0.0
KH00602,29.0,tieu_chuan,Trung,14.0,290.0,4060.0,7.0,1.0
KH00603,20.0,cao_cap,Trung,9.0,650.0,5850.0,1.0,1.0
KH00604,24.0,tieu_chuan,Bac,1.0,280.0,280.0,2.0,1.0
KH00605,47.0,cao_cap,Trung,18.0,520.0,9360.0,9.0,1.0
KH00606,29.0,co_ban,Bac,22.0,140.0,3080.0,0.0,0.0
KH00607,43.0,co_ban,Nam,20.0,140.0,2800.0,1.0,0.0
KH00608,24.0,co_ban,Bac,6.0,,720.0,3.0,1.0
KH00609,,cao_cap,Nam,75.0,430.0,32250.0,1.0,0.0
KH00610,55.0,co_ban,Trung,8.0,140.0,1120.0,6.0,1.0
KH00611,62.0,cao_cap,Bac,18.0,430.0,7740.0,1.0,0.0
KH00612,45.0,co_ban,Nam,21.0,120.0,2520.0,3.0,1.0
KH00613,37.0,cao_cap,Nam,14.0,670.0,9380.0,0.0,1.0
KH00614,43.0,co_ban,Nam,67.0,110.0,7370.0,2.0,0.0
KH00615,18.0,co_ban,Bac,18.0,120.0,2160.0,2.0,0.0
KH00616,31.0,co_ban,Nam,15.0,140.0,2100.0,1.0,0.0
KH00617,34.0,cao_cap,Bac,9.0,,3870.0,2.0,0.0
KH00618,39.0,co_ban,Trung,11.0,140.0,1540.0,4.0,1.0
KH00619,19.0,co_ban,Bac,20.0,130.0,2600.0,1.0,0.0
KH00620,46.0,tieu_chuan,Nam,5.0,250.0,1250.0,2.0,0.0
KH00621,45.0,co_ban,Nam,20.0,130.0,2600.0,0.0,0.0
KH00622,35.0,tieu_chuan,Bac,23.0,230.0,5290.0,0.0,0.0
KH00623,18.0,co_ban,Nam,58.0,140.0,8120.0,2.0,0.0
KH00624,43.0,tieu_chuan,Trung,6.0,250.0,1500.0,3.0,0.0
KH00625,39.0,cao_cap,Nam,41.0,530.0,21730.0,9.0,1.0
KH00626,57.0,tieu_chuan,Trung,9.0,230.0,2070.0,7.0,1.0
KH00627,31.0,co_ban,Bac,11.0,100.0,1100.0,1.0,0.0
KH00628,34.0,tieu_chuan,Bac,36.0,250.0,9000.0,0.0,0.0
KH00629,36.0,tieu_chuan,Nam,32.0,220.0,7040.0,4.0,1.0
KH00630,18.0,co_ban,Nam,28.0,130.0,3640.0,2.0,1.0
KH00631,32.0,cao_cap,Bac,71.0,580.0,41180.0,1.0,0.0
KH00632,28.0,co_ban,Nam,29.0,140.0,4060.0,7.0,1.0
KH00633,39.0,co_ban,Trung,23.0,130.0,2990.0,0.0,0.0
KH00634,26.0,tieu_chuan,Nam,7.0,230.0,1610.0,0.0,0.0
KH00635,54.0,cao_cap,Trung,7.0,650.0,4550.0,2.0,0.0
KH00636,37.0,co_ban,Trung,6.0,140.0,840.0,1.0,0.0
KH00637,36.0,co_ban,Trung,6.0,130.0,780.0,0.0,1.0
KH00638,18.0,cao_cap,Bac,49.0,460.0,22540.0,1.0,0.0
KH00639,42.0,tieu_chuan,Bac,75.0,270.0,20250.0,0.0,0.0
KH00640,19.0,co_ban,Trung,9.0,130.0,1170.0,2.0,1.0
KH00641,48.0,co_ban,Bac,29.0,130.0,3770.0,12.0,1.0
KH00642,25.0,co_ban,Bac,25.0,130.0,3250.0,8.0,1.0
KH00643,34.0,tieu_chuan,Trung,12.0,,3720.0,0.0,0.0
KH00644,,tieu_chuan,Nam,98.0,230.0,22540.0,0.0,0.0
KH00645,28.0,tieu_chuan,Bac,7.0,210.0,1470.0,0.0,0.0
KH00646,52.0,tieu_chuan,Trung,36.0,260.0,9360.0,0.0,0.0
KH00647,38.0,co_ban,Trung,30.0,130.0,3900.0,2.0,0.0
KH00648,37.0,co_ban,Nam,8.0,110.0,880.0,0.0,0.0
KH00649,42.0,co_ban,Nam,8.0,120.0,960.0,1.0,0.0
KH00650,60.0,tieu_chuan,Nam,35.0,210.0,7350.0,1.0,0.0
KH00651,49.0,tieu_chuan,Trung,84.0,310.0,26040.0,3.0,0.0
KH00652,31.0,cao_cap,Nam,8.0,600.0,4800.0,1.0,0.0
KH00653,40.0,cao_cap,Bac,42.0,430.0,18060.0,1.0,0.0
KH00654,43.0,tieu_chuan,Nam,24.0,290.0,6960.0,1.0,0.0
KH00655,31.0,co_ban,Bac,18.0,140.0,2520.0,10.0,0.0
KH00656,38.0,tieu_chuan,Nam,12.0,200.0,2400.0,5.0,1.0
KH00657,27.0,cao_cap,Nam,2.0,660.0,1320.0,7.0,1.0
KH00658,38.0,co_ban,Bac,11.0,130.0,1430.0,7.0,0.0
KH00659,40.0,tieu_chuan,Bac,6.0,200.0,1200.0,0.0,0.0
KH00660,28.0,tieu_chuan,Nam,39.0,230.0,8970.0,0.0,0.0
KH00661,19.0,co_ban,Bac,41.0,150.0,6150.0,2.0,0.0
KH00662,25.0,cao_cap,Nam,16.0,570.0,9120.0,0.0,1.0
KH00663,55.0,co_ban,Bac,2.0,150.0,300.0,0.0,1.0
KH00664,43.0,cao_cap,Trung,33.0,490.0,16170.0,0.0,1.0
KH00665,26.0,co_ban,Bac,1.0,100.0,100.0,1.0,0.0
KH00666,19.0,tieu_chuan,Nam,62.0,320.0,19840.0,1.0,0.0
KH00667,18.0,cao_cap,Trung,5.0,570.0,2850.0,5.0,1.0
KH00668,52.0,co_ban,Bac,9.0,140.0,1260.0,0.0,1.0
KH00669,35.0,co_ban,Bac,27.0,110.0,2970.0,1.0,1.0
KH00670,40.0,tieu_chuan,Bac,14.0,300.0,4200.0,2.0,1.0
KH00671,28.0,co_ban,Nam,18.0,130.0,2340.0,0.0,0.0
KH00672,39.0,tieu_chuan,Nam,15.0,270.0,4050.0,2.0,0.0
KH00673,48.0,tieu_chuan,Nam,63.0,230.0,14490.0,1.0,0.0
KH00674,40.0,tieu_chuan,Trung,50.0,310.0,15500.0,1.0,0.0
KH00675,38.0,cao_cap,Trung,26.0,670.0,17420.0,3.0,0.0
KH00676,36.0,cao_cap,Trung,37.0,460.0,17020.0,0.0,0.0
KH00677,41.0,tieu_chuan,Nam,19.0,240.0,4560.0,1.0,0.0
KH00678,26.0,co_ban,Bac,5.0,150.0,750.0,1.0,0.0
KH00679,32.0,cao_cap,Nam,37.0,630.0,23310.0,2.0,0.0
KH00680,55.0,co_ban,Trung,10.0,100.0,1000.0,0.0,0.0
KH00681,43.0,co_ban,Bac,17.0,150.0,2550.0,2.0,1.0
KH00682,31.0,co_ban,Nam,26.0,150.0,3900.0,1.0,0.0
KH00683,29.0,co_ban,Nam,25.0,150.0,3750.0,1.0,0.0
KH00684,48.0,cao_cap,Bac,33.0,430.0,14190.0,0.0,0.0
KH00685,47.0,tieu_chuan,Nam,23.0,250.0,5750.0,1.0,1.0
KH00686,29.0,tieu_chuan,Bac,12.0,240.0,2880.0,3.0,1.0
KH00687,41.0,tieu_chuan,Trung,8.0,310.0,2480.0,3.0,1.0
KH00688,18.0,co_ban,Nam,10.0,150.0,1500.0,1.0,0.0
KH00689,49.0,cao_cap,Nam,14.0,490.0,6860.0,3.0,0.0
KH00690,41.0,co_ban,Bac,1.0,130.0,130.0,2.0,1.0
KH00691,18.0,tieu_chuan,Nam,20.0,220.0,4400.0,6.0,1.0
KH00692,28.0,tieu_chuan,Nam,12.0,250.0,3000.0,1.0,1.0
KH00693,49.0,co_ban,Bac,62.0,150.0,9300.0,1.0,1.0
KH00694,51.0,co_ban,Trung,57.0,150.0,8550.0,1.0,0.0
KH00695,18.0,tieu_chuan,Nam,4.0,300.0,1200.0,3.0,1.0
KH00696,30.0,co_ban,Bac,20.0,150.0,3000.0,1.0,0.0
